Species,x,y,bio1_1,bio4_1,bio5_1,bio6_1,bio7_1,bio12_1,bio15_1,bio17_1,taxon,group,complex,dispStage,selfOut,dispersion,trophicLevel,maxSize
Dicamptodon tenebrosus,-123.216033,46.50275,82,4623,220,-11,231,2238,61,162,Amphibian,C,Dicamptodon.ater.tene,adult,outcrosser,self,predator,33
Dicamptodon tenebrosus,-123.216033,46.50275,82,4623,220,-11,231,2238,61,162,Amphibian,C,Dicamptodon.ater.tene,adult,outcrosser,self,predator,33
Dicamptodon tenebrosus,-123.216033,46.50275,82,4623,220,-11,231,2238,61,162,Amphibian,C,Dicamptodon.ater.tene,adult,outcrosser,self,predator,33
Dicamptodon tenebrosus,-123.215267,46.52495,86,4662,226,-8,234,2093,61,153,Amphibian,C,Dicamptodon.ater.tene,adult,outcrosser,self,predator,33
Dicamptodon tenebrosus,-122.729797,47.085602,106,4954,250,3,247,1112,61,86,Amphibian,C,Dicamptodon.ater.tene,adult,outcrosser,self,predator,33
Dicamptodon tenebrosus,-122.60697,42.07486,73,6308,272,-63,335,684,61,51,Amphibian,C,Dicamptodon.ater.tene,adult,outcrosser,self,predator,33
Dicamptodon tenebrosus,-122.174956,45.534996,92,5226,243,-8,251,2344,61,157,Amphibian,C,Dicamptodon.ater.tene,adult,outcrosser,self,predator,33
Dicamptodon tenebrosus,-122.1269,45.5731,96,5306,248,-5,253,2322,61,155,Amphibian,C,Dicamptodon.ater.tene,adult,outcrosser,self,predator,33
Dicamptodon tenebrosus,-122.1269,45.5731,96,5306,248,-5,253,2322,61,155,Amphibian,C,Dicamptodon.ater.tene,adult,outcrosser,self,predator,33
Dicamptodon tenebrosus,-122.1269,45.5731,96,5306,248,-5,253,2322,61,155,Amphibian,C,Dicamptodon.ater.tene,adult,outcrosser,self,predator,33
Dicamptodon tenebrosus,-122.1269,45.5731,96,5306,248,-5,253,2322,61,155,Amphibian,C,Dicamptodon.ater.tene,adult,outcrosser,self,predator,33
Dicamptodon tenebrosus,-122.0743,45.5896,107,5447,257,1,256,2073,61,142,Amphibian,C,Dicamptodon.ater.tene,adult,outcrosser,self,predator,33
Dicamptodon tenebrosus,-122.0743,45.5896,107,5447,257,1,256,2073,61,142,Amphibian,C,Dicamptodon.ater.tene,adult,outcrosser,self,predator,33
Dicamptodon tenebrosus,-122.0743,45.5896,107,5447,257,1,256,2073,61,142,Amphibian,C,Dicamptodon.ater.tene,adult,outcrosser,self,predator,33
Dicamptodon tenebrosus,-122.0743,45.5896,107,5447,257,1,256,2073,61,142,Amphibian,C,Dicamptodon.ater.tene,adult,outcrosser,self,predator,33
Dicamptodon tenebrosus,-122.0743,45.5896,107,5447,257,1,256,2073,61,142,Amphibian,C,Dicamptodon.ater.tene,adult,outcrosser,self,predator,33
Dicamptodon tenebrosus,-122.0743,45.5896,107,5447,257,1,256,2073,61,142,Amphibian,C,Dicamptodon.ater.tene,adult,outcrosser,self,predator,33
Dicamptodon tenebrosus,-122.0743,45.5896,107,5447,257,1,256,2073,61,142,Amphibian,C,Dicamptodon.ater.tene,adult,outcrosser,self,predator,33
Dicamptodon tenebrosus,-122.0743,45.5896,107,5447,257,1,256,2073,61,142,Amphibian,C,Dicamptodon.ater.tene,adult,outcrosser,self,predator,33
Dicamptodon tenebrosus,-122.0743,45.5896,107,5447,257,1,256,2073,61,142,Amphibian,C,Dicamptodon.ater.tene,adult,outcrosser,self,predator,33
Dicamptodon tenebrosus,-122.0743,45.5896,107,5447,257,1,256,2073,61,142,Amphibian,C,Dicamptodon.ater.tene,adult,outcrosser,self,predator,33
Dicamptodon tenebrosus,-122.0743,45.5896,107,5447,257,1,256,2073,61,142,Amphibian,C,Dicamptodon.ater.tene,adult,outcrosser,self,predator,33
Dicamptodon tenebrosus,-122.0743,45.5896,107,5447,257,1,256,2073,61,142,Amphibian,C,Dicamptodon.ater.tene,adult,outcrosser,self,predator,33
Dicamptodon tenebrosus,-122.0743,45.5896,107,5447,257,1,256,2073,61,142,Amphibian,C,Dicamptodon.ater.tene,adult,outcrosser,self,predator,33
Dicamptodon tenebrosus,-122.0743,45.5896,107,5447,257,1,256,2073,61,142,Amphibian,C,Dicamptodon.ater.tene,adult,outcrosser,self,predator,33
Dicamptodon tenebrosus,-122.0743,45.5896,107,5447,257,1,256,2073,61,142,Amphibian,C,Dicamptodon.ater.tene,adult,outcrosser,self,predator,33
Dicamptodon tenebrosus,-122.0743,45.5896,107,5447,257,1,256,2073,61,142,Amphibian,C,Dicamptodon.ater.tene,adult,outcrosser,self,predator,33
Dicamptodon tenebrosus,-122.0743,45.5896,107,5447,257,1,256,2073,61,142,Amphibian,C,Dicamptodon.ater.tene,adult,outcrosser,self,predator,33
Dicamptodon tenebrosus,-122.0743,45.5896,107,5447,257,1,256,2073,61,142,Amphibian,C,Dicamptodon.ater.tene,adult,outcrosser,self,predator,33
Dicamptodon tenebrosus,-122.0743,45.5896,107,5447,257,1,256,2073,61,142,Amphibian,C,Dicamptodon.ater.tene,adult,outcrosser,self,predator,33
Dicamptodon tenebrosus,-122.0743,45.5896,107,5447,257,1,256,2073,61,142,Amphibian,C,Dicamptodon.ater.tene,adult,outcrosser,self,predator,33
Dicamptodon tenebrosus,-122.0743,45.5896,107,5447,257,1,256,2073,61,142,Amphibian,C,Dicamptodon.ater.tene,adult,outcrosser,self,predator,33
Dicamptodon tenebrosus,-122.0743,45.5896,107,5447,257,1,256,2073,61,142,Amphibian,C,Dicamptodon.ater.tene,adult,outcrosser,self,predator,33
Dicamptodon tenebrosus,-122.0743,45.5896,107,5447,257,1,256,2073,61,142,Amphibian,C,Dicamptodon.ater.tene,adult,outcrosser,self,predator,33
Dicamptodon tenebrosus,-122.0743,45.5896,107,5447,257,1,256,2073,61,142,Amphibian,C,Dicamptodon.ater.tene,adult,outcrosser,self,predator,33
Dicamptodon tenebrosus,-122.0743,45.5896,107,5447,257,1,256,2073,61,142,Amphibian,C,Dicamptodon.ater.tene,adult,outcrosser,self,predator,33
Dicamptodon tenebrosus,-122.0743,45.5896,107,5447,257,1,256,2073,61,142,Amphibian,C,Dicamptodon.ater.tene,adult,outcrosser,self,predator,33
Dicamptodon tenebrosus,-122.0743,45.5896,107,5447,257,1,256,2073,61,142,Amphibian,C,Dicamptodon.ater.tene,adult,outcrosser,self,predator,33
Dicamptodon tenebrosus,-122.0743,45.5896,107,5447,257,1,256,2073,61,142,Amphibian,C,Dicamptodon.ater.tene,adult,outcrosser,self,predator,33
Dicamptodon tenebrosus,-122.0743,45.5896,107,5447,257,1,256,2073,61,142,Amphibian,C,Dicamptodon.ater.tene,adult,outcrosser,self,predator,33
Dicamptodon tenebrosus,-122.0743,45.5896,107,5447,257,1,256,2073,61,142,Amphibian,C,Dicamptodon.ater.tene,adult,outcrosser,self,predator,33
Dicamptodon tenebrosus,-122.0743,45.5896,107,5447,257,1,256,2073,61,142,Amphibian,C,Dicamptodon.ater.tene,adult,outcrosser,self,predator,33
Dicamptodon tenebrosus,-122.0743,45.5896,107,5447,257,1,256,2073,61,142,Amphibian,C,Dicamptodon.ater.tene,adult,outcrosser,self,predator,33
Dicamptodon tenebrosus,-122.0743,45.5896,107,5447,257,1,256,2073,61,142,Amphibian,C,Dicamptodon.ater.tene,adult,outcrosser,self,predator,33
Dicamptodon tenebrosus,-122.0743,45.5896,107,5447,257,1,256,2073,61,142,Amphibian,C,Dicamptodon.ater.tene,adult,outcrosser,self,predator,33
Dicamptodon tenebrosus,-122.0743,45.5896,107,5447,257,1,256,2073,61,142,Amphibian,C,Dicamptodon.ater.tene,adult,outcrosser,self,predator,33
Dicamptodon tenebrosus,-122.0743,45.5896,107,5447,257,1,256,2073,61,142,Amphibian,C,Dicamptodon.ater.tene,adult,outcrosser,self,predator,33
Dicamptodon tenebrosus,-122.0743,45.5896,107,5447,257,1,256,2073,61,142,Amphibian,C,Dicamptodon.ater.tene,adult,outcrosser,self,predator,33
Dicamptodon tenebrosus,-122.0743,45.5896,107,5447,257,1,256,2073,61,142,Amphibian,C,Dicamptodon.ater.tene,adult,outcrosser,self,predator,33
Dicamptodon tenebrosus,-122.0743,45.5896,107,5447,257,1,256,2073,61,142,Amphibian,C,Dicamptodon.ater.tene,adult,outcrosser,self,predator,33
Dicamptodon tenebrosus,-122.0743,45.5896,107,5447,257,1,256,2073,61,142,Amphibian,C,Dicamptodon.ater.tene,adult,outcrosser,self,predator,33
Dicamptodon tenebrosus,-122.0743,45.5896,107,5447,257,1,256,2073,61,142,Amphibian,C,Dicamptodon.ater.tene,adult,outcrosser,self,predator,33
Dicamptodon tenebrosus,-122.0743,45.5896,107,5447,257,1,256,2073,61,142,Amphibian,C,Dicamptodon.ater.tene,adult,outcrosser,self,predator,33
Dicamptodon tenebrosus,-122.0743,45.5896,107,5447,257,1,256,2073,61,142,Amphibian,C,Dicamptodon.ater.tene,adult,outcrosser,self,predator,33
Dicamptodon tenebrosus,-122.0743,45.5896,107,5447,257,1,256,2073,61,142,Amphibian,C,Dicamptodon.ater.tene,adult,outcrosser,self,predator,33
Dicamptodon tenebrosus,-121.82,46.56,75,5736,240,-33,273,2033,61,155,Amphibian,C,Dicamptodon.ater.tene,adult,outcrosser,self,predator,33
Dicamptodon tenebrosus,-121.7967,45.3703,55,5453,205,-45,250,2218,61,152,Amphibian,C,Dicamptodon.ater.tene,adult,outcrosser,self,predator,33
Dicamptodon tenebrosus,-121.7967,45.3703,55,5453,205,-45,250,2218,61,152,Amphibian,C,Dicamptodon.ater.tene,adult,outcrosser,self,predator,33
Dicamptodon tenebrosus,-121.374397,47.3703,61,5931,216,-48,264,1954,61,154,Amphibian,C,Dicamptodon.ater.tene,adult,outcrosser,self,predator,33
Dicamptodon tenebrosus,-124.0456,44.8397,105,3152,198,30,168,2160,62,148,Amphibian,C,Dicamptodon.ater.tene,adult,outcrosser,self,predator,33
Dicamptodon tenebrosus,-124.0456,44.8397,105,3152,198,30,168,2160,62,148,Amphibian,C,Dicamptodon.ater.tene,adult,outcrosser,self,predator,33
Dicamptodon tenebrosus,-124.0456,44.8397,105,3152,198,30,168,2160,62,148,Amphibian,C,Dicamptodon.ater.tene,adult,outcrosser,self,predator,33
Dicamptodon tenebrosus,-124.0456,44.8397,105,3152,198,30,168,2160,62,148,Amphibian,C,Dicamptodon.ater.tene,adult,outcrosser,self,predator,33
Dicamptodon tenebrosus,-124.0456,44.8397,105,3152,198,30,168,2160,62,148,Amphibian,C,Dicamptodon.ater.tene,adult,outcrosser,self,predator,33
Dicamptodon tenebrosus,-124.0456,44.8397,105,3152,198,30,168,2160,62,148,Amphibian,C,Dicamptodon.ater.tene,adult,outcrosser,self,predator,33
Dicamptodon tenebrosus,-124.0456,44.8397,105,3152,198,30,168,2160,62,148,Amphibian,C,Dicamptodon.ater.tene,adult,outcrosser,self,predator,33
Dicamptodon tenebrosus,-124.0456,44.8397,105,3152,198,30,168,2160,62,148,Amphibian,C,Dicamptodon.ater.tene,adult,outcrosser,self,predator,33
Dicamptodon tenebrosus,-123.7833,45.5383,98,3539,207,14,193,2187,62,147,Amphibian,C,Dicamptodon.ater.tene,adult,outcrosser,self,predator,33
Dicamptodon tenebrosus,-123.7833,45.5383,98,3539,207,14,193,2187,62,147,Amphibian,C,Dicamptodon.ater.tene,adult,outcrosser,self,predator,33
Dicamptodon tenebrosus,-123.7833,45.5383,98,3539,207,14,193,2187,62,147,Amphibian,C,Dicamptodon.ater.tene,adult,outcrosser,self,predator,33
Dicamptodon tenebrosus,-123.7833,45.5383,98,3539,207,14,193,2187,62,147,Amphibian,C,Dicamptodon.ater.tene,adult,outcrosser,self,predator,33
Dicamptodon tenebrosus,-123.7833,45.5383,98,3539,207,14,193,2187,62,147,Amphibian,C,Dicamptodon.ater.tene,adult,outcrosser,self,predator,33
Dicamptodon tenebrosus,-123.7833,45.5383,98,3539,207,14,193,2187,62,147,Amphibian,C,Dicamptodon.ater.tene,adult,outcrosser,self,predator,33
Dicamptodon tenebrosus,-123.7833,45.5383,98,3539,207,14,193,2187,62,147,Amphibian,C,Dicamptodon.ater.tene,adult,outcrosser,self,predator,33
Dicamptodon tenebrosus,-123.7833,45.5383,98,3539,207,14,193,2187,62,147,Amphibian,C,Dicamptodon.ater.tene,adult,outcrosser,self,predator,33
Dicamptodon tenebrosus,-123.624095,46.270387,94,4151,216,2,214,2549,62,171,Amphibian,C,Dicamptodon.ater.tene,adult,outcrosser,self,predator,33
Dicamptodon tenebrosus,-123.55,46.49,91,4303,220,-2,222,2494,62,171,Amphibian,C,Dicamptodon.ater.tene,adult,outcrosser,self,predator,33
Dicamptodon tenebrosus,-123.55,46.49,91,4303,220,-2,222,2494,62,171,Amphibian,C,Dicamptodon.ater.tene,adult,outcrosser,self,predator,33
Dicamptodon tenebrosus,-123.55,46.49,91,4303,220,-2,222,2494,62,171,Amphibian,C,Dicamptodon.ater.tene,adult,outcrosser,self,predator,33
Dicamptodon tenebrosus,-123.55,46.49,91,4303,220,-2,222,2494,62,171,Amphibian,C,Dicamptodon.ater.tene,adult,outcrosser,self,predator,33
Dicamptodon tenebrosus,-123.5466,46.356201,96,4333,225,0,225,2556,62,172,Amphibian,C,Dicamptodon.ater.tene,adult,outcrosser,self,predator,33
Dicamptodon tenebrosus,-123.544296,46.311199,94,4272,221,0,221,2525,62,171,Amphibian,C,Dicamptodon.ater.tene,adult,outcrosser,self,predator,33
Dicamptodon tenebrosus,-122.2829,43.8912,89,5935,274,-32,306,1467,62,101,Amphibian,C,Dicamptodon.ater.tene,adult,outcrosser,self,predator,33
Dicamptodon tenebrosus,-122.2829,43.8912,89,5935,274,-32,306,1467,62,101,Amphibian,C,Dicamptodon.ater.tene,adult,outcrosser,self,predator,33
Dicamptodon tenebrosus,-122.2829,43.8912,89,5935,274,-32,306,1467,62,101,Amphibian,C,Dicamptodon.ater.tene,adult,outcrosser,self,predator,33
Dicamptodon tenebrosus,-122.2829,43.8912,89,5935,274,-32,306,1467,62,101,Amphibian,C,Dicamptodon.ater.tene,adult,outcrosser,self,predator,33
Dicamptodon tenebrosus,-122.2829,43.8912,89,5935,274,-32,306,1467,62,101,Amphibian,C,Dicamptodon.ater.tene,adult,outcrosser,self,predator,33
Dicamptodon tenebrosus,-122.2829,43.8912,89,5935,274,-32,306,1467,62,101,Amphibian,C,Dicamptodon.ater.tene,adult,outcrosser,self,predator,33
Dicamptodon tenebrosus,-122.135101,46.273201,60,5327,210,-38,248,2650,62,186,Amphibian,C,Dicamptodon.ater.tene,adult,outcrosser,self,predator,33
Dicamptodon tenebrosus,-122.003403,46.416199,78,5503,237,-28,265,2207,62,162,Amphibian,C,Dicamptodon.ater.tene,adult,outcrosser,self,predator,33
Dicamptodon tenebrosus,-122.003403,46.416199,78,5503,237,-28,265,2207,62,162,Amphibian,C,Dicamptodon.ater.tene,adult,outcrosser,self,predator,33
Dicamptodon tenebrosus,-122,46.4,73,5513,232,-31,263,2275,62,165,Amphibian,C,Dicamptodon.ater.tene,adult,outcrosser,self,predator,33
Dicamptodon tenebrosus,-122,46.4,73,5513,232,-31,263,2275,62,165,Amphibian,C,Dicamptodon.ater.tene,adult,outcrosser,self,predator,33
Dicamptodon tenebrosus,-122,46.4,73,5513,232,-31,263,2275,62,165,Amphibian,C,Dicamptodon.ater.tene,adult,outcrosser,self,predator,33
Dicamptodon tenebrosus,-121.983752,46.39123,74,5561,234,-31,265,2264,62,163,Amphibian,C,Dicamptodon.ater.tene,adult,outcrosser,self,predator,33
Dicamptodon tenebrosus,-121.983752,46.39123,74,5561,234,-31,265,2264,62,163,Amphibian,C,Dicamptodon.ater.tene,adult,outcrosser,self,predator,33
Dicamptodon tenebrosus,-121.983752,46.39123,74,5561,234,-31,265,2264,62,163,Amphibian,C,Dicamptodon.ater.tene,adult,outcrosser,self,predator,33
Dicamptodon tenebrosus,-121.95,46.41,65,5587,222,-38,260,2343,62,169,Amphibian,C,Dicamptodon.ater.tene,adult,outcrosser,self,predator,33
Dicamptodon tenebrosus,-121.94,46.42,69,5614,229,-35,264,2264,62,164,Amphibian,C,Dicamptodon.ater.tene,adult,outcrosser,self,predator,33
Dicamptodon tenebrosus,-121.94,46.42,69,5614,229,-35,264,2264,62,164,Amphibian,C,Dicamptodon.ater.tene,adult,outcrosser,self,predator,33
Dicamptodon tenebrosus,-121.94,46.42,69,5614,229,-35,264,2264,62,164,Amphibian,C,Dicamptodon.ater.tene,adult,outcrosser,self,predator,33
Dicamptodon tenebrosus,-121.94,46.42,69,5614,229,-35,264,2264,62,164,Amphibian,C,Dicamptodon.ater.tene,adult,outcrosser,self,predator,33
Dicamptodon tenebrosus,-123.77293,47.51754,95,4676,228,0,228,3244,63,214,Amphibian,C,Dicamptodon.ater.tene,adult,outcrosser,self,predator,33
Dicamptodon tenebrosus,-123.77293,47.51754,95,4676,228,0,228,3244,63,214,Amphibian,C,Dicamptodon.ater.tene,adult,outcrosser,self,predator,33
Dicamptodon tenebrosus,-123.77293,47.51754,95,4676,228,0,228,3244,63,214,Amphibian,C,Dicamptodon.ater.tene,adult,outcrosser,self,predator,33
Dicamptodon tenebrosus,-123.77293,47.51754,95,4676,228,0,228,3244,63,214,Amphibian,C,Dicamptodon.ater.tene,adult,outcrosser,self,predator,33
Dicamptodon tenebrosus,-122.501592,41.217147,53,5814,236,-71,307,939,63,58,Amphibian,C,Dicamptodon.ater.tene,adult,outcrosser,self,predator,33
Dicamptodon tenebrosus,-122.501592,41.217147,53,5814,236,-71,307,939,63,58,Amphibian,C,Dicamptodon.ater.tene,adult,outcrosser,self,predator,33
Dicamptodon tenebrosus,-122.46,44.23,80,5437,248,-27,275,2030,63,131,Amphibian,C,Dicamptodon.ater.tene,adult,outcrosser,self,predator,33
Dicamptodon tenebrosus,-122.3995,43.8303,85,5837,267,-33,300,1529,63,104,Amphibian,C,Dicamptodon.ater.tene,adult,outcrosser,self,predator,33
Dicamptodon tenebrosus,-122.3995,43.8303,85,5837,267,-33,300,1529,63,104,Amphibian,C,Dicamptodon.ater.tene,adult,outcrosser,self,predator,33
Dicamptodon tenebrosus,-122.3995,43.8303,85,5837,267,-33,300,1529,63,104,Amphibian,C,Dicamptodon.ater.tene,adult,outcrosser,self,predator,33
Dicamptodon tenebrosus,-122.3995,43.8303,85,5837,267,-33,300,1529,63,104,Amphibian,C,Dicamptodon.ater.tene,adult,outcrosser,self,predator,33
Dicamptodon tenebrosus,-122.3995,43.8303,85,5837,267,-33,300,1529,63,104,Amphibian,C,Dicamptodon.ater.tene,adult,outcrosser,self,predator,33
Dicamptodon tenebrosus,-122.3995,43.8303,85,5837,267,-33,300,1529,63,104,Amphibian,C,Dicamptodon.ater.tene,adult,outcrosser,self,predator,33
Dicamptodon tenebrosus,-122.282044,44.751091,87,5243,241,-11,252,2247,63,143,Amphibian,C,Dicamptodon.ater.tene,adult,outcrosser,self,predator,33
Dicamptodon tenebrosus,-122.282044,44.751091,87,5243,241,-11,252,2247,63,143,Amphibian,C,Dicamptodon.ater.tene,adult,outcrosser,self,predator,33
Dicamptodon tenebrosus,-122.1142,45.5443,73,5253,223,-25,248,2501,63,159,Amphibian,C,Dicamptodon.ater.tene,adult,outcrosser,self,predator,33
Dicamptodon tenebrosus,-122.1142,45.5443,73,5253,223,-25,248,2501,63,159,Amphibian,C,Dicamptodon.ater.tene,adult,outcrosser,self,predator,33
Dicamptodon tenebrosus,-122.1142,45.5443,73,5253,223,-25,248,2501,63,159,Amphibian,C,Dicamptodon.ater.tene,adult,outcrosser,self,predator,33
Dicamptodon tenebrosus,-122.1142,45.5443,73,5253,223,-25,248,2501,63,159,Amphibian,C,Dicamptodon.ater.tene,adult,outcrosser,self,predator,33
Dicamptodon tenebrosus,-122.1142,45.5443,73,5253,223,-25,248,2501,63,159,Amphibian,C,Dicamptodon.ater.tene,adult,outcrosser,self,predator,33
Dicamptodon tenebrosus,-122.1142,45.5443,73,5253,223,-25,248,2501,63,159,Amphibian,C,Dicamptodon.ater.tene,adult,outcrosser,self,predator,33
Dicamptodon tenebrosus,-121.98,46.23,55,5458,206,-45,251,2559,63,174,Amphibian,C,Dicamptodon.ater.tene,adult,outcrosser,self,predator,33
Dicamptodon tenebrosus,-121.91,45.3297,90,5580,251,-16,267,1898,63,122,Amphibian,C,Dicamptodon.ater.tene,adult,outcrosser,self,predator,33
Dicamptodon tenebrosus,-121.91,45.3297,90,5580,251,-16,267,1898,63,122,Amphibian,C,Dicamptodon.ater.tene,adult,outcrosser,self,predator,33
Dicamptodon tenebrosus,-121.91,45.3297,90,5580,251,-16,267,1898,63,122,Amphibian,C,Dicamptodon.ater.tene,adult,outcrosser,self,predator,33
Dicamptodon tenebrosus,-121.91,45.3297,90,5580,251,-16,267,1898,63,122,Amphibian,C,Dicamptodon.ater.tene,adult,outcrosser,self,predator,33
Dicamptodon tenebrosus,-121.91,45.3297,90,5580,251,-16,267,1898,63,122,Amphibian,C,Dicamptodon.ater.tene,adult,outcrosser,self,predator,33
Dicamptodon tenebrosus,-121.91,45.3297,90,5580,251,-16,267,1898,63,122,Amphibian,C,Dicamptodon.ater.tene,adult,outcrosser,self,predator,33
Dicamptodon tenebrosus,-121.594902,46.202599,33,5668,183,-69,252,2284,63,162,Amphibian,C,Dicamptodon.ater.tene,adult,outcrosser,self,predator,33
Dicamptodon tenebrosus,-121.594902,46.202599,33,5668,183,-69,252,2284,63,162,Amphibian,C,Dicamptodon.ater.tene,adult,outcrosser,self,predator,33
Dicamptodon tenebrosus,-121.594902,46.202599,33,5668,183,-69,252,2284,63,162,Amphibian,C,Dicamptodon.ater.tene,adult,outcrosser,self,predator,33
Dicamptodon tenebrosus,-124.00873,44.60206,109,3049,196,35,161,1895,64,125,Amphibian,C,Dicamptodon.ater.tene,adult,outcrosser,self,predator,33
Dicamptodon tenebrosus,-123.9106,45.0373,100,3649,213,16,197,2496,64,164,Amphibian,C,Dicamptodon.ater.tene,adult,outcrosser,self,predator,33
Dicamptodon tenebrosus,-123.9106,45.0373,100,3649,213,16,197,2496,64,164,Amphibian,C,Dicamptodon.ater.tene,adult,outcrosser,self,predator,33
Dicamptodon tenebrosus,-123.72414,47.8807,83,4807,220,-9,229,2294,64,149,Amphibian,C,Dicamptodon.ater.tene,adult,outcrosser,self,predator,33
Dicamptodon tenebrosus,-122.88987,43.255324,106,5504,285,-6,291,1340,64,80,Amphibian,C,Dicamptodon.ater.tene,adult,outcrosser,self,predator,33
Dicamptodon tenebrosus,-122.576989,43.102622,99,5986,291,-20,311,1186,64,74,Amphibian,C,Dicamptodon.ater.tene,adult,outcrosser,self,predator,33
Dicamptodon tenebrosus,-122.499907,42.600917,83,6068,279,-45,324,932,64,62,Amphibian,C,Dicamptodon.ater.tene,adult,outcrosser,self,predator,33
Dicamptodon tenebrosus,-122.2071,44.2337,85,5879,265,-29,294,1916,64,120,Amphibian,C,Dicamptodon.ater.tene,adult,outcrosser,self,predator,33
Dicamptodon tenebrosus,-122.2071,44.2337,85,5879,265,-29,294,1916,64,120,Amphibian,C,Dicamptodon.ater.tene,adult,outcrosser,self,predator,33
Dicamptodon tenebrosus,-122.2018,44.2337,85,5879,265,-29,294,1916,64,120,Amphibian,C,Dicamptodon.ater.tene,adult,outcrosser,self,predator,33
Dicamptodon tenebrosus,-122.2018,44.2337,85,5879,265,-29,294,1916,64,120,Amphibian,C,Dicamptodon.ater.tene,adult,outcrosser,self,predator,33
Dicamptodon tenebrosus,-122.2018,44.2337,85,5879,265,-29,294,1916,64,120,Amphibian,C,Dicamptodon.ater.tene,adult,outcrosser,self,predator,33
Dicamptodon tenebrosus,-122.2018,44.2337,85,5879,265,-29,294,1916,64,120,Amphibian,C,Dicamptodon.ater.tene,adult,outcrosser,self,predator,33
Dicamptodon tenebrosus,-122.2018,44.2337,85,5879,265,-29,294,1916,64,120,Amphibian,C,Dicamptodon.ater.tene,adult,outcrosser,self,predator,33
Dicamptodon tenebrosus,-122.2018,44.2337,85,5879,265,-29,294,1916,64,120,Amphibian,C,Dicamptodon.ater.tene,adult,outcrosser,self,predator,33
Dicamptodon tenebrosus,-122.2018,44.2337,85,5879,265,-29,294,1916,64,120,Amphibian,C,Dicamptodon.ater.tene,adult,outcrosser,self,predator,33
Dicamptodon tenebrosus,-122.2018,44.2337,85,5879,265,-29,294,1916,64,120,Amphibian,C,Dicamptodon.ater.tene,adult,outcrosser,self,predator,33
Dicamptodon tenebrosus,-122.2018,44.2337,85,5879,265,-29,294,1916,64,120,Amphibian,C,Dicamptodon.ater.tene,adult,outcrosser,self,predator,33
Dicamptodon tenebrosus,-122.2018,44.2337,85,5879,265,-29,294,1916,64,120,Amphibian,C,Dicamptodon.ater.tene,adult,outcrosser,self,predator,33
Dicamptodon tenebrosus,-122.2018,44.2337,85,5879,265,-29,294,1916,64,120,Amphibian,C,Dicamptodon.ater.tene,adult,outcrosser,self,predator,33
Dicamptodon tenebrosus,-122.2018,44.2337,85,5879,265,-29,294,1916,64,120,Amphibian,C,Dicamptodon.ater.tene,adult,outcrosser,self,predator,33
Dicamptodon tenebrosus,-122.2018,44.2337,85,5879,265,-29,294,1916,64,120,Amphibian,C,Dicamptodon.ater.tene,adult,outcrosser,self,predator,33
Dicamptodon tenebrosus,-122.2018,44.2337,85,5879,265,-29,294,1916,64,120,Amphibian,C,Dicamptodon.ater.tene,adult,outcrosser,self,predator,33
Dicamptodon tenebrosus,-122.2018,44.2337,85,5879,265,-29,294,1916,64,120,Amphibian,C,Dicamptodon.ater.tene,adult,outcrosser,self,predator,33
Dicamptodon tenebrosus,-122.2018,44.2337,85,5879,265,-29,294,1916,64,120,Amphibian,C,Dicamptodon.ater.tene,adult,outcrosser,self,predator,33
Dicamptodon tenebrosus,-122.2018,44.2337,85,5879,265,-29,294,1916,64,120,Amphibian,C,Dicamptodon.ater.tene,adult,outcrosser,self,predator,33
Dicamptodon tenebrosus,-122.2018,44.2337,85,5879,265,-29,294,1916,64,120,Amphibian,C,Dicamptodon.ater.tene,adult,outcrosser,self,predator,33
Dicamptodon tenebrosus,-122.2018,44.2337,85,5879,265,-29,294,1916,64,120,Amphibian,C,Dicamptodon.ater.tene,adult,outcrosser,self,predator,33
Dicamptodon tenebrosus,-122.2018,44.2337,85,5879,265,-29,294,1916,64,120,Amphibian,C,Dicamptodon.ater.tene,adult,outcrosser,self,predator,33
Dicamptodon tenebrosus,-122.2018,44.2337,85,5879,265,-29,294,1916,64,120,Amphibian,C,Dicamptodon.ater.tene,adult,outcrosser,self,predator,33
Dicamptodon tenebrosus,-122.2018,44.2337,85,5879,265,-29,294,1916,64,120,Amphibian,C,Dicamptodon.ater.tene,adult,outcrosser,self,predator,33
Dicamptodon tenebrosus,-122.2018,44.2337,85,5879,265,-29,294,1916,64,120,Amphibian,C,Dicamptodon.ater.tene,adult,outcrosser,self,predator,33
Dicamptodon tenebrosus,-122.2018,44.2337,85,5879,265,-29,294,1916,64,120,Amphibian,C,Dicamptodon.ater.tene,adult,outcrosser,self,predator,33
Dicamptodon tenebrosus,-122.2018,44.2337,85,5879,265,-29,294,1916,64,120,Amphibian,C,Dicamptodon.ater.tene,adult,outcrosser,self,predator,33
Dicamptodon tenebrosus,-122.2018,44.2337,85,5879,265,-29,294,1916,64,120,Amphibian,C,Dicamptodon.ater.tene,adult,outcrosser,self,predator,33
Dicamptodon tenebrosus,-122.0664,45.5752,87,5386,241,-15,256,2394,64,148,Amphibian,C,Dicamptodon.ater.tene,adult,outcrosser,self,predator,33
Dicamptodon tenebrosus,-122.0664,45.5752,87,5386,241,-15,256,2394,64,148,Amphibian,C,Dicamptodon.ater.tene,adult,outcrosser,self,predator,33
Dicamptodon tenebrosus,-122.0664,45.5752,87,5386,241,-15,256,2394,64,148,Amphibian,C,Dicamptodon.ater.tene,adult,outcrosser,self,predator,33
