Species,x,y,bio1_1,bio4_1,bio5_1,bio6_1,bio7_1,bio12_1,bio15_1,bio17_1,taxon,group,complex,dispStage,selfOut,dispersion,trophicLevel,maxSize
Ascaphus montanus,-121.561302,47.403702,80,5344,230,-22,252,2063,50,203,Amphibian,C,Ascaphus.montanus.truei,adult,outcrosser,self,predator,5
Ascaphus montanus,-121.561302,47.403702,80,5344,230,-22,252,2063,50,203,Amphibian,C,Ascaphus.montanus.truei,adult,outcrosser,self,predator,5
Ascaphus montanus,-121.561302,47.403702,80,5344,230,-22,252,2063,50,203,Amphibian,C,Ascaphus.montanus.truei,adult,outcrosser,self,predator,5
Ascaphus montanus,-121.561302,47.403702,80,5344,230,-22,252,2063,50,203,Amphibian,C,Ascaphus.montanus.truei,adult,outcrosser,self,predator,5
Ascaphus montanus,-121.561302,47.403702,80,5344,230,-22,252,2063,50,203,Amphibian,C,Ascaphus.montanus.truei,adult,outcrosser,self,predator,5
Ascaphus montanus,-121.561302,47.403702,80,5344,230,-22,252,2063,50,203,Amphibian,C,Ascaphus.montanus.truei,adult,outcrosser,self,predator,5
Ascaphus montanus,-121.561302,47.403702,80,5344,230,-22,252,2063,50,203,Amphibian,C,Ascaphus.montanus.truei,adult,outcrosser,self,predator,5
Ascaphus montanus,-121.561302,47.403702,80,5344,230,-22,252,2063,50,203,Amphibian,C,Ascaphus.montanus.truei,adult,outcrosser,self,predator,5
Ascaphus montanus,-121.561302,47.403702,80,5344,230,-22,252,2063,50,203,Amphibian,C,Ascaphus.montanus.truei,adult,outcrosser,self,predator,5
Ascaphus montanus,-121.561302,47.403702,80,5344,230,-22,252,2063,50,203,Amphibian,C,Ascaphus.montanus.truei,adult,outcrosser,self,predator,5
Ascaphus montanus,-121.561302,47.403702,80,5344,230,-22,252,2063,50,203,Amphibian,C,Ascaphus.montanus.truei,adult,outcrosser,self,predator,5
Ascaphus montanus,-121.561302,47.403702,80,5344,230,-22,252,2063,50,203,Amphibian,C,Ascaphus.montanus.truei,adult,outcrosser,self,predator,5
Ascaphus montanus,-121.561302,47.403702,80,5344,230,-22,252,2063,50,203,Amphibian,C,Ascaphus.montanus.truei,adult,outcrosser,self,predator,5
Ascaphus montanus,-121.561302,47.403702,80,5344,230,-22,252,2063,50,203,Amphibian,C,Ascaphus.montanus.truei,adult,outcrosser,self,predator,5
Ascaphus montanus,-121.561302,47.403702,80,5344,230,-22,252,2063,50,203,Amphibian,C,Ascaphus.montanus.truei,adult,outcrosser,self,predator,5
Ascaphus montanus,-121.561302,47.403702,80,5344,230,-22,252,2063,50,203,Amphibian,C,Ascaphus.montanus.truei,adult,outcrosser,self,predator,5
Ascaphus montanus,-121.561302,47.403702,80,5344,230,-22,252,2063,50,203,Amphibian,C,Ascaphus.montanus.truei,adult,outcrosser,self,predator,5
Ascaphus montanus,-121.561302,47.403702,80,5344,230,-22,252,2063,50,203,Amphibian,C,Ascaphus.montanus.truei,adult,outcrosser,self,predator,5
Ascaphus montanus,-121.561302,47.403702,80,5344,230,-22,252,2063,50,203,Amphibian,C,Ascaphus.montanus.truei,adult,outcrosser,self,predator,5
Ascaphus montanus,-121.561302,47.403702,80,5344,230,-22,252,2063,50,203,Amphibian,C,Ascaphus.montanus.truei,adult,outcrosser,self,predator,5
Ascaphus montanus,-121.561302,47.403702,80,5344,230,-22,252,2063,50,203,Amphibian,C,Ascaphus.montanus.truei,adult,outcrosser,self,predator,5
Ascaphus montanus,-121.561302,47.403702,80,5344,230,-22,252,2063,50,203,Amphibian,C,Ascaphus.montanus.truei,adult,outcrosser,self,predator,5
Ascaphus montanus,-121.561302,47.403702,80,5344,230,-22,252,2063,50,203,Amphibian,C,Ascaphus.montanus.truei,adult,outcrosser,self,predator,5
Ascaphus montanus,-121.561302,47.403702,80,5344,230,-22,252,2063,50,203,Amphibian,C,Ascaphus.montanus.truei,adult,outcrosser,self,predator,5
Ascaphus montanus,-121.561302,47.403702,80,5344,230,-22,252,2063,50,203,Amphibian,C,Ascaphus.montanus.truei,adult,outcrosser,self,predator,5
Ascaphus montanus,-121.561302,47.403702,80,5344,230,-22,252,2063,50,203,Amphibian,C,Ascaphus.montanus.truei,adult,outcrosser,self,predator,5
Ascaphus montanus,-121.561302,47.403702,80,5344,230,-22,252,2063,50,203,Amphibian,C,Ascaphus.montanus.truei,adult,outcrosser,self,predator,5
Ascaphus montanus,-121.561302,47.403702,80,5344,230,-22,252,2063,50,203,Amphibian,C,Ascaphus.montanus.truei,adult,outcrosser,self,predator,5
Ascaphus montanus,-121.561302,47.403702,80,5344,230,-22,252,2063,50,203,Amphibian,C,Ascaphus.montanus.truei,adult,outcrosser,self,predator,5
Ascaphus montanus,-121.561302,47.403702,80,5344,230,-22,252,2063,50,203,Amphibian,C,Ascaphus.montanus.truei,adult,outcrosser,self,predator,5
Ascaphus montanus,-121.561302,47.403702,80,5344,230,-22,252,2063,50,203,Amphibian,C,Ascaphus.montanus.truei,adult,outcrosser,self,predator,5
Ascaphus montanus,-121.561302,47.403702,80,5344,230,-22,252,2063,50,203,Amphibian,C,Ascaphus.montanus.truei,adult,outcrosser,self,predator,5
Ascaphus montanus,-121.561302,47.403702,80,5344,230,-22,252,2063,50,203,Amphibian,C,Ascaphus.montanus.truei,adult,outcrosser,self,predator,5
Ascaphus montanus,-121.561302,47.403702,80,5344,230,-22,252,2063,50,203,Amphibian,C,Ascaphus.montanus.truei,adult,outcrosser,self,predator,5
Ascaphus montanus,-121.561302,47.403702,80,5344,230,-22,252,2063,50,203,Amphibian,C,Ascaphus.montanus.truei,adult,outcrosser,self,predator,5
Ascaphus montanus,-121.561302,47.403702,80,5344,230,-22,252,2063,50,203,Amphibian,C,Ascaphus.montanus.truei,adult,outcrosser,self,predator,5
Ascaphus montanus,-121.561302,47.403702,80,5344,230,-22,252,2063,50,203,Amphibian,C,Ascaphus.montanus.truei,adult,outcrosser,self,predator,5
Ascaphus truei,-119.9803,51.28404,31,7926,216,-127,343,555,19,103,Amphibian,C,Ascaphus.montanus.truei,adult,outcrosser,self,predator,5
Ascaphus truei,-119.9803,51.28404,31,7926,216,-127,343,555,19,103,Amphibian,C,Ascaphus.montanus.truei,adult,outcrosser,self,predator,5
Ascaphus truei,-119.9803,51.28404,31,7926,216,-127,343,555,19,103,Amphibian,C,Ascaphus.montanus.truei,adult,outcrosser,self,predator,5
Ascaphus truei,-119.9803,51.28404,31,7926,216,-127,343,555,19,103,Amphibian,C,Ascaphus.montanus.truei,adult,outcrosser,self,predator,5
Ascaphus truei,-119.9803,51.28404,31,7926,216,-127,343,555,19,103,Amphibian,C,Ascaphus.montanus.truei,adult,outcrosser,self,predator,5
Ascaphus truei,-119.9803,51.28404,31,7926,216,-127,343,555,19,103,Amphibian,C,Ascaphus.montanus.truei,adult,outcrosser,self,predator,5
Ascaphus truei,-119.9803,51.28404,31,7926,216,-127,343,555,19,103,Amphibian,C,Ascaphus.montanus.truei,adult,outcrosser,self,predator,5
Ascaphus truei,-119.9803,51.28404,31,7926,216,-127,343,555,19,103,Amphibian,C,Ascaphus.montanus.truei,adult,outcrosser,self,predator,5
Ascaphus truei,-119.9803,51.28404,31,7926,216,-127,343,555,19,103,Amphibian,C,Ascaphus.montanus.truei,adult,outcrosser,self,predator,5
Ascaphus truei,-119.9803,51.28404,31,7926,216,-127,343,555,19,103,Amphibian,C,Ascaphus.montanus.truei,adult,outcrosser,self,predator,5
Ascaphus truei,-113.44,48.33,38,7795,239,-125,364,696,21,138,Amphibian,C,Ascaphus.montanus.truei,adult,outcrosser,self,predator,5
Ascaphus truei,-117.421613,45.367147,44,7254,256,-110,366,505,26,80,Amphibian,C,Ascaphus.montanus.truei,adult,outcrosser,self,predator,5
Ascaphus truei,-117.421613,45.367147,44,7254,256,-110,366,505,26,80,Amphibian,C,Ascaphus.montanus.truei,adult,outcrosser,self,predator,5
Ascaphus truei,-117.194397,46.201801,93,7244,296,-47,343,462,27,68,Amphibian,C,Ascaphus.montanus.truei,adult,outcrosser,self,predator,5
Ascaphus truei,-117.194397,46.201801,93,7244,296,-47,343,462,27,68,Amphibian,C,Ascaphus.montanus.truei,adult,outcrosser,self,predator,5
Ascaphus truei,-117.033494,45.164047,29,7445,243,-131,374,596,31,85,Amphibian,C,Ascaphus.montanus.truei,adult,outcrosser,self,predator,5
Ascaphus truei,-117.033494,45.164047,29,7445,243,-131,374,596,31,85,Amphibian,C,Ascaphus.montanus.truei,adult,outcrosser,self,predator,5
Ascaphus truei,-117.033494,45.164047,29,7445,243,-131,374,596,31,85,Amphibian,C,Ascaphus.montanus.truei,adult,outcrosser,self,predator,5
Ascaphus truei,-117.033494,45.164047,29,7445,243,-131,374,596,31,85,Amphibian,C,Ascaphus.montanus.truei,adult,outcrosser,self,predator,5
Ascaphus truei,-117.033494,45.164047,29,7445,243,-131,374,596,31,85,Amphibian,C,Ascaphus.montanus.truei,adult,outcrosser,self,predator,5
Ascaphus truei,-117.033494,45.164047,29,7445,243,-131,374,596,31,85,Amphibian,C,Ascaphus.montanus.truei,adult,outcrosser,self,predator,5
Ascaphus truei,-117.033494,45.164047,29,7445,243,-131,374,596,31,85,Amphibian,C,Ascaphus.montanus.truei,adult,outcrosser,self,predator,5
Ascaphus truei,-117.033494,45.164047,29,7445,243,-131,374,596,31,85,Amphibian,C,Ascaphus.montanus.truei,adult,outcrosser,self,predator,5
Ascaphus truei,-117.033494,45.164047,29,7445,243,-131,374,596,31,85,Amphibian,C,Ascaphus.montanus.truei,adult,outcrosser,self,predator,5
Ascaphus truei,-117.033494,45.164047,29,7445,243,-131,374,596,31,85,Amphibian,C,Ascaphus.montanus.truei,adult,outcrosser,self,predator,5
Ascaphus truei,-117.033494,45.164047,29,7445,243,-131,374,596,31,85,Amphibian,C,Ascaphus.montanus.truei,adult,outcrosser,self,predator,5
Ascaphus truei,-117.03,45.14,26,7394,238,-133,371,614,31,87,Amphibian,C,Ascaphus.montanus.truei,adult,outcrosser,self,predator,5
Ascaphus truei,-117.036325,45.141543,25,7408,238,-135,373,619,32,87,Amphibian,C,Ascaphus.montanus.truei,adult,outcrosser,self,predator,5
Ascaphus truei,-117.036301,45.141499,25,7408,238,-135,373,619,32,87,Amphibian,C,Ascaphus.montanus.truei,adult,outcrosser,self,predator,5
Ascaphus truei,-117.036301,45.141499,25,7408,238,-135,373,619,32,87,Amphibian,C,Ascaphus.montanus.truei,adult,outcrosser,self,predator,5
Ascaphus truei,-117.036301,45.141499,25,7408,238,-135,373,619,32,87,Amphibian,C,Ascaphus.montanus.truei,adult,outcrosser,self,predator,5
Ascaphus truei,-117.036301,45.141499,25,7408,238,-135,373,619,32,87,Amphibian,C,Ascaphus.montanus.truei,adult,outcrosser,self,predator,5
Ascaphus truei,-117.036301,45.141499,25,7408,238,-135,373,619,32,87,Amphibian,C,Ascaphus.montanus.truei,adult,outcrosser,self,predator,5
Ascaphus truei,-117.036301,45.141499,25,7408,238,-135,373,619,32,87,Amphibian,C,Ascaphus.montanus.truei,adult,outcrosser,self,predator,5
Ascaphus truei,-115.631337,46.563408,51,7377,267,-100,367,868,33,118,Amphibian,C,Ascaphus.montanus.truei,adult,outcrosser,self,predator,5
Ascaphus truei,-115.631337,46.563408,51,7377,267,-100,367,868,33,118,Amphibian,C,Ascaphus.montanus.truei,adult,outcrosser,self,predator,5
Ascaphus truei,-117.37,45.24,10,7069,215,-142,357,689,34,95,Amphibian,C,Ascaphus.montanus.truei,adult,outcrosser,self,predator,5
Ascaphus truei,-117.37,45.24,10,7069,215,-142,357,689,34,95,Amphibian,C,Ascaphus.montanus.truei,adult,outcrosser,self,predator,5
Ascaphus truei,-117.37,45.24,10,7069,215,-142,357,689,34,95,Amphibian,C,Ascaphus.montanus.truei,adult,outcrosser,self,predator,5
Ascaphus truei,-117.37,45.24,10,7069,215,-142,357,689,34,95,Amphibian,C,Ascaphus.montanus.truei,adult,outcrosser,self,predator,5
Ascaphus truei,-117.37,45.24,10,7069,215,-142,357,689,34,95,Amphibian,C,Ascaphus.montanus.truei,adult,outcrosser,self,predator,5
Ascaphus truei,-116.728478,45.07191,56,7962,278,-112,390,568,34,73,Amphibian,C,Ascaphus.montanus.truei,adult,outcrosser,self,predator,5
Ascaphus truei,-116.085125,44.954062,46,7722,270,-118,388,684,36,87,Amphibian,C,Ascaphus.montanus.truei,adult,outcrosser,self,predator,5
Ascaphus truei,-116.085125,44.954062,46,7722,270,-118,388,684,36,87,Amphibian,C,Ascaphus.montanus.truei,adult,outcrosser,self,predator,5
Ascaphus truei,-113.895901,45.175755,69,8957,304,-121,425,259,36,43,Amphibian,C,Ascaphus.montanus.truei,adult,outcrosser,self,predator,5
Ascaphus truei,-120.41188,44.590557,57,6565,263,-84,347,480,38,64,Amphibian,C,Ascaphus.montanus.truei,adult,outcrosser,self,predator,5
Ascaphus truei,-116.674406,47.047727,65,7013,267,-73,340,781,38,98,Amphibian,C,Ascaphus.montanus.truei,adult,outcrosser,self,predator,5
Ascaphus truei,-116.674406,47.047727,65,7013,267,-73,340,781,38,98,Amphibian,C,Ascaphus.montanus.truei,adult,outcrosser,self,predator,5
Ascaphus truei,-116.6744,47.047699,65,7013,267,-73,340,781,38,98,Amphibian,C,Ascaphus.montanus.truei,adult,outcrosser,self,predator,5
Ascaphus truei,-116.6744,47.047699,65,7013,267,-73,340,781,38,98,Amphibian,C,Ascaphus.montanus.truei,adult,outcrosser,self,predator,5
Ascaphus truei,-116.6744,47.047699,65,7013,267,-73,340,781,38,98,Amphibian,C,Ascaphus.montanus.truei,adult,outcrosser,self,predator,5
Ascaphus truei,-116.6744,47.047699,65,7013,267,-73,340,781,38,98,Amphibian,C,Ascaphus.montanus.truei,adult,outcrosser,self,predator,5
Ascaphus truei,-117.662102,46.108799,32,6803,230,-107,337,741,39,89,Amphibian,C,Ascaphus.montanus.truei,adult,outcrosser,self,predator,5
Ascaphus truei,-117.662102,46.108799,32,6803,230,-107,337,741,39,89,Amphibian,C,Ascaphus.montanus.truei,adult,outcrosser,self,predator,5
Ascaphus truei,-117.662102,46.108799,32,6803,230,-107,337,741,39,89,Amphibian,C,Ascaphus.montanus.truei,adult,outcrosser,self,predator,5
Ascaphus truei,-117.662102,46.108799,32,6803,230,-107,337,741,39,89,Amphibian,C,Ascaphus.montanus.truei,adult,outcrosser,self,predator,5
Ascaphus truei,-117.662102,46.108799,32,6803,230,-107,337,741,39,89,Amphibian,C,Ascaphus.montanus.truei,adult,outcrosser,self,predator,5
Ascaphus truei,-117.662102,46.108799,32,6803,230,-107,337,741,39,89,Amphibian,C,Ascaphus.montanus.truei,adult,outcrosser,self,predator,5
Ascaphus truei,-116.811683,44.742022,45,8107,270,-126,396,579,39,71,Amphibian,C,Ascaphus.montanus.truei,adult,outcrosser,self,predator,5
Ascaphus truei,-116.559514,47.62356,71,7291,272,-67,339,792,39,101,Amphibian,C,Ascaphus.montanus.truei,adult,outcrosser,self,predator,5
Ascaphus truei,-116.548208,47.011442,58,7058,259,-82,341,850,39,106,Amphibian,C,Ascaphus.montanus.truei,adult,outcrosser,self,predator,5
Ascaphus truei,-116.548208,47.011442,58,7058,259,-82,341,850,39,106,Amphibian,C,Ascaphus.montanus.truei,adult,outcrosser,self,predator,5
Ascaphus truei,-116.5482,47.01144,58,7058,259,-82,341,850,39,106,Amphibian,C,Ascaphus.montanus.truei,adult,outcrosser,self,predator,5
Ascaphus truei,-116.5482,47.01144,58,7058,259,-82,341,850,39,106,Amphibian,C,Ascaphus.montanus.truei,adult,outcrosser,self,predator,5
Ascaphus truei,-116.536635,47.020572,55,7037,257,-84,341,858,39,107,Amphibian,C,Ascaphus.montanus.truei,adult,outcrosser,self,predator,5
Ascaphus truei,-116.536635,47.020572,55,7037,257,-84,341,858,39,107,Amphibian,C,Ascaphus.montanus.truei,adult,outcrosser,self,predator,5
Ascaphus truei,-116.536635,47.020572,55,7037,257,-84,341,858,39,107,Amphibian,C,Ascaphus.montanus.truei,adult,outcrosser,self,predator,5
Ascaphus truei,-116.536635,47.020572,55,7037,257,-84,341,858,39,107,Amphibian,C,Ascaphus.montanus.truei,adult,outcrosser,self,predator,5
Ascaphus truei,-116.536635,47.020572,55,7037,257,-84,341,858,39,107,Amphibian,C,Ascaphus.montanus.truei,adult,outcrosser,self,predator,5
Ascaphus truei,-116.536635,47.020572,55,7037,257,-84,341,858,39,107,Amphibian,C,Ascaphus.montanus.truei,adult,outcrosser,self,predator,5
Ascaphus truei,-116.536635,47.020572,55,7037,257,-84,341,858,39,107,Amphibian,C,Ascaphus.montanus.truei,adult,outcrosser,self,predator,5
Ascaphus truei,-116.536635,47.020572,55,7037,257,-84,341,858,39,107,Amphibian,C,Ascaphus.montanus.truei,adult,outcrosser,self,predator,5
Ascaphus truei,-116.536635,47.020572,55,7037,257,-84,341,858,39,107,Amphibian,C,Ascaphus.montanus.truei,adult,outcrosser,self,predator,5
Ascaphus truei,-116.536635,47.020572,55,7037,257,-84,341,858,39,107,Amphibian,C,Ascaphus.montanus.truei,adult,outcrosser,self,predator,5
Ascaphus truei,-116.536635,47.020572,55,7037,257,-84,341,858,39,107,Amphibian,C,Ascaphus.montanus.truei,adult,outcrosser,self,predator,5
Ascaphus truei,-116.536635,47.020572,55,7037,257,-84,341,858,39,107,Amphibian,C,Ascaphus.montanus.truei,adult,outcrosser,self,predator,5
Ascaphus truei,-116.536635,47.020572,55,7037,257,-84,341,858,39,107,Amphibian,C,Ascaphus.montanus.truei,adult,outcrosser,self,predator,5
Ascaphus truei,-116.536635,47.020572,55,7037,257,-84,341,858,39,107,Amphibian,C,Ascaphus.montanus.truei,adult,outcrosser,self,predator,5
Ascaphus truei,-116.536635,47.020572,55,7037,257,-84,341,858,39,107,Amphibian,C,Ascaphus.montanus.truei,adult,outcrosser,self,predator,5
Ascaphus truei,-116.536635,47.020572,55,7037,257,-84,341,858,39,107,Amphibian,C,Ascaphus.montanus.truei,adult,outcrosser,self,predator,5
Ascaphus truei,-116.535878,47.019979,55,7037,257,-84,341,858,39,107,Amphibian,C,Ascaphus.montanus.truei,adult,outcrosser,self,predator,5
Ascaphus truei,-116.535878,47.019979,55,7037,257,-84,341,858,39,107,Amphibian,C,Ascaphus.montanus.truei,adult,outcrosser,self,predator,5
Ascaphus truei,-116.534088,47.071705,65,7127,268,-74,342,830,39,104,Amphibian,C,Ascaphus.montanus.truei,adult,outcrosser,self,predator,5
Ascaphus truei,-116.522018,47.02463,60,7103,262,-80,342,853,39,106,Amphibian,C,Ascaphus.montanus.truei,adult,outcrosser,self,predator,5
Ascaphus truei,-116.522018,47.02463,60,7103,262,-80,342,853,39,106,Amphibian,C,Ascaphus.montanus.truei,adult,outcrosser,self,predator,5
Ascaphus truei,-116.522018,47.02463,60,7103,262,-80,342,853,39,106,Amphibian,C,Ascaphus.montanus.truei,adult,outcrosser,self,predator,5
Ascaphus truei,-116.522018,47.02463,60,7103,262,-80,342,853,39,106,Amphibian,C,Ascaphus.montanus.truei,adult,outcrosser,self,predator,5
Ascaphus truei,-116.522018,47.02463,60,7103,262,-80,342,853,39,106,Amphibian,C,Ascaphus.montanus.truei,adult,outcrosser,self,predator,5
Ascaphus truei,-116.522018,47.02463,60,7103,262,-80,342,853,39,106,Amphibian,C,Ascaphus.montanus.truei,adult,outcrosser,self,predator,5
Ascaphus truei,-116.522018,47.02463,60,7103,262,-80,342,853,39,106,Amphibian,C,Ascaphus.montanus.truei,adult,outcrosser,self,predator,5
Ascaphus truei,-116.522018,47.02463,60,7103,262,-80,342,853,39,106,Amphibian,C,Ascaphus.montanus.truei,adult,outcrosser,self,predator,5
Ascaphus truei,-116.52188,47.02672,52,7043,253,-87,340,874,39,110,Amphibian,C,Ascaphus.montanus.truei,adult,outcrosser,self,predator,5
Ascaphus truei,-116.52188,47.02672,52,7043,253,-87,340,874,39,110,Amphibian,C,Ascaphus.montanus.truei,adult,outcrosser,self,predator,5
Ascaphus truei,-116.52188,47.02672,52,7043,253,-87,340,874,39,110,Amphibian,C,Ascaphus.montanus.truei,adult,outcrosser,self,predator,5
Ascaphus truei,-116.52188,47.02672,52,7043,253,-87,340,874,39,110,Amphibian,C,Ascaphus.montanus.truei,adult,outcrosser,self,predator,5
Ascaphus truei,-118.393965,46.29158,111,7466,315,-30,345,371,40,43,Amphibian,C,Ascaphus.montanus.truei,adult,outcrosser,self,predator,5
Ascaphus truei,-118.393965,46.29158,111,7466,315,-30,345,371,40,43,Amphibian,C,Ascaphus.montanus.truei,adult,outcrosser,self,predator,5
Ascaphus truei,-118.393965,46.29158,111,7466,315,-30,345,371,40,43,Amphibian,C,Ascaphus.montanus.truei,adult,outcrosser,self,predator,5
Ascaphus truei,-118.393965,46.29158,111,7466,315,-30,345,371,40,43,Amphibian,C,Ascaphus.montanus.truei,adult,outcrosser,self,predator,5
Ascaphus truei,-118.393965,46.29158,111,7466,315,-30,345,371,40,43,Amphibian,C,Ascaphus.montanus.truei,adult,outcrosser,self,predator,5
Ascaphus truei,-118.393965,46.29158,111,7466,315,-30,345,371,40,43,Amphibian,C,Ascaphus.montanus.truei,adult,outcrosser,self,predator,5
Ascaphus truei,-118.393965,46.29158,111,7466,315,-30,345,371,40,43,Amphibian,C,Ascaphus.montanus.truei,adult,outcrosser,self,predator,5
Ascaphus truei,-115.635708,47.236868,68,7555,286,-81,367,882,40,113,Amphibian,C,Ascaphus.montanus.truei,adult,outcrosser,self,predator,5
Ascaphus truei,-115.634722,47.236944,68,7555,286,-81,367,882,40,113,Amphibian,C,Ascaphus.montanus.truei,adult,outcrosser,self,predator,5
Ascaphus truei,-115.634722,47.236944,68,7555,286,-81,367,882,40,113,Amphibian,C,Ascaphus.montanus.truei,adult,outcrosser,self,predator,5
Ascaphus truei,-115.634722,47.236944,68,7555,286,-81,367,882,40,113,Amphibian,C,Ascaphus.montanus.truei,adult,outcrosser,self,predator,5
Ascaphus truei,-115.634722,47.236944,68,7555,286,-81,367,882,40,113,Amphibian,C,Ascaphus.montanus.truei,adult,outcrosser,self,predator,5
Ascaphus truei,-115.634722,47.236944,68,7555,286,-81,367,882,40,113,Amphibian,C,Ascaphus.montanus.truei,adult,outcrosser,self,predator,5
Ascaphus truei,-115.634722,47.236944,68,7555,286,-81,367,882,40,113,Amphibian,C,Ascaphus.montanus.truei,adult,outcrosser,self,predator,5
Ascaphus truei,-115.634722,47.236944,68,7555,286,-81,367,882,40,113,Amphibian,C,Ascaphus.montanus.truei,adult,outcrosser,self,predator,5
Ascaphus truei,-115.634722,47.236944,68,7555,286,-81,367,882,40,113,Amphibian,C,Ascaphus.montanus.truei,adult,outcrosser,self,predator,5
Ascaphus truei,-115.634722,47.236944,68,7555,286,-81,367,882,40,113,Amphibian,C,Ascaphus.montanus.truei,adult,outcrosser,self,predator,5
Ascaphus truei,-115.634722,47.236944,68,7555,286,-81,367,882,40,113,Amphibian,C,Ascaphus.montanus.truei,adult,outcrosser,self,predator,5
Ascaphus truei,-115.634722,47.236944,68,7555,286,-81,367,882,40,113,Amphibian,C,Ascaphus.montanus.truei,adult,outcrosser,self,predator,5
Ascaphus truei,-115.634722,47.236944,68,7555,286,-81,367,882,40,113,Amphibian,C,Ascaphus.montanus.truei,adult,outcrosser,self,predator,5
Ascaphus truei,-115.634722,47.236944,68,7555,286,-81,367,882,40,113,Amphibian,C,Ascaphus.montanus.truei,adult,outcrosser,self,predator,5
Ascaphus truei,-115.634722,47.236944,68,7555,286,-81,367,882,40,113,Amphibian,C,Ascaphus.montanus.truei,adult,outcrosser,self,predator,5
Ascaphus truei,-115.634722,47.236944,68,7555,286,-81,367,882,40,113,Amphibian,C,Ascaphus.montanus.truei,adult,outcrosser,self,predator,5
Ascaphus truei,-115.634722,47.236944,68,7555,286,-81,367,882,40,113,Amphibian,C,Ascaphus.montanus.truei,adult,outcrosser,self,predator,5
Ascaphus truei,-118.031108,46.291338,106,7188,309,-30,339,485,41,52,Amphibian,C,Ascaphus.montanus.truei,adult,outcrosser,self,predator,5
Ascaphus truei,-118.031108,46.291338,106,7188,309,-30,339,485,41,52,Amphibian,C,Ascaphus.montanus.truei,adult,outcrosser,self,predator,5
Ascaphus truei,-116.097629,47.17647,69,7436,279,-72,351,951,41,116,Amphibian,C,Ascaphus.montanus.truei,adult,outcrosser,self,predator,5
Ascaphus truei,-116.015198,47.910198,46,7363,253,-96,349,964,41,124,Amphibian,C,Ascaphus.montanus.truei,adult,outcrosser,self,predator,5
Ascaphus truei,-116.015198,47.910198,46,7363,253,-96,349,964,41,124,Amphibian,C,Ascaphus.montanus.truei,adult,outcrosser,self,predator,5
Ascaphus truei,-115.610763,47.271166,59,7481,278,-90,368,917,41,118,Amphibian,C,Ascaphus.montanus.truei,adult,outcrosser,self,predator,5
Ascaphus truei,-115.610763,47.271166,59,7481,278,-90,368,917,41,118,Amphibian,C,Ascaphus.montanus.truei,adult,outcrosser,self,predator,5
Ascaphus truei,-115.610763,47.271166,59,7481,278,-90,368,917,41,118,Amphibian,C,Ascaphus.montanus.truei,adult,outcrosser,self,predator,5
Ascaphus truei,-115.610763,47.271166,59,7481,278,-90,368,917,41,118,Amphibian,C,Ascaphus.montanus.truei,adult,outcrosser,self,predator,5
Ascaphus truei,-115.610763,47.271166,59,7481,278,-90,368,917,41,118,Amphibian,C,Ascaphus.montanus.truei,adult,outcrosser,self,predator,5
Ascaphus truei,-115.610763,47.271166,59,7481,278,-90,368,917,41,118,Amphibian,C,Ascaphus.montanus.truei,adult,outcrosser,self,predator,5
Ascaphus truei,-115.610763,47.271166,59,7481,278,-90,368,917,41,118,Amphibian,C,Ascaphus.montanus.truei,adult,outcrosser,self,predator,5
Ascaphus truei,-115.610763,47.271166,59,7481,278,-90,368,917,41,118,Amphibian,C,Ascaphus.montanus.truei,adult,outcrosser,self,predator,5
Ascaphus truei,-115.610763,47.271166,59,7481,278,-90,368,917,41,118,Amphibian,C,Ascaphus.montanus.truei,adult,outcrosser,self,predator,5
Ascaphus truei,-115.610763,47.271166,59,7481,278,-90,368,917,41,118,Amphibian,C,Ascaphus.montanus.truei,adult,outcrosser,self,predator,5
Ascaphus truei,-122.13794,48.52953,102,4764,235,1,234,1292,43,151,Amphibian,C,Ascaphus.montanus.truei,adult,outcrosser,self,predator,5
Ascaphus truei,-121.990746,49.067212,95,5430,233,-12,245,1582,43,184,Amphibian,C,Ascaphus.montanus.truei,adult,outcrosser,self,predator,5
Ascaphus truei,-121.976205,49.067896,97,5424,236,-10,246,1590,43,184,Amphibian,C,Ascaphus.montanus.truei,adult,outcrosser,self,predator,5
Ascaphus truei,-121.976205,49.067896,97,5424,236,-10,246,1590,43,184,Amphibian,C,Ascaphus.montanus.truei,adult,outcrosser,self,predator,5
Ascaphus truei,-121.683605,49.533664,29,6604,188,-97,285,995,44,137,Amphibian,C,Ascaphus.montanus.truei,adult,outcrosser,self,predator,5
Ascaphus truei,-124.818,50.407,89,5530,222,-8,230,1275,45,166,Amphibian,C,Ascaphus.montanus.truei,adult,outcrosser,self,predator,5
Ascaphus truei,-122.336998,48.692501,82,4799,209,-14,223,1341,45,154,Amphibian,C,Ascaphus.montanus.truei,adult,outcrosser,self,predator,5
Ascaphus truei,-122.336998,48.692501,82,4799,209,-14,223,1341,45,154,Amphibian,C,Ascaphus.montanus.truei,adult,outcrosser,self,predator,5
Ascaphus truei,-122.146,49.219,91,5556,232,-18,250,1756,45,198,Amphibian,C,Ascaphus.montanus.truei,adult,outcrosser,self,predator,5
Ascaphus truei,-115.290086,43.689064,42,8588,280,-144,424,490,45,60,Amphibian,C,Ascaphus.montanus.truei,adult,outcrosser,self,predator,5
Ascaphus truei,-115.290086,43.689064,42,8588,280,-144,424,490,45,60,Amphibian,C,Ascaphus.montanus.truei,adult,outcrosser,self,predator,5
