Species,n.gps,abs_max_lat,abs_min_lat,length_lat,median_lon,median_lat,area,bio1m,bio1sd,bio2m,bio2sd,bio3m,bio3sd,bio4m,bio4sd,bio5m,bio5sd,bio6m,bio6sd,bio7m,bio7sd,bio8m,bio8sd,bio9m,bio9sd,bio10m,bio10sd,bio11m,bio11sd,bio12m,bio12sd,bio13m,bio13sd,bio14m,bio14sd,bio15m,bio15sd,bio16m,bio16sd,bio17m,bio17sd,bio18m,bio18sd,bio19m,bio19sd,elevm,elevsd,continents,dist,Red.List.status
Chrysosplenium tetrandrum,308,72.015556,39.277993,32.737563,-143.7942936,62.61425,9.27E+12,-44.31921824,53.05585651,98.24104235,21.94140763,23.84039088,5.754560327,11302.16287,2820.829886,171.1302932,36.68995643,-242.4983713,83.63280991,413.6286645,81.72794155,75.99674267,53.19574768,-107.1954397,99.12012046,100.8827362,29.17155581,-184.257329,81.14109939,436.742671,264.8182301,71.85016287,35.30812583,17.33224756,14.06614983,52.74918567,17.02359832,184.8338762,92.31610457,61.23127036,47.73389541,160.495114,62.50131352,84.36482085,78.31721027,121.237013,70.75570897,"Europe,North America,NA",global,LC
Cicuta bulbifera,283,65.48223209,38.9753,26.50693209,-77.468979,45.03597,9.30E+12,51.86925795,41.49690933,109.8869258,11.53385114,26.95053004,3.700348565,10277.28269,1894.177109,253.3745583,26.71323262,-151.7314488,71.79579963,405.1060071,57.32230699,119.819788,72.90642524,-26.25441696,89.29574104,178.869258,26.22300453,-85.62190813,64.9204244,905.155477,301.4449432,100.0424028,22.34128348,53.12014134,28.0218959,24.60424028,17.68335304,282.3498233,67.18489275,175.1766784,86.00369376,259.0212014,54.32832525,195.8056537,97.86030554,143.7773852,72.94681282,North America,endemic,LC
Cicuta douglasii,266,66.83272636,30.875,35.95772636,-120.8008,43.83015,6.88E+12,75.42105263,40.56575571,133.943609,29.85728027,40.53383459,7.245609077,6828.011278,1895.847612,261.8120301,47.23696192,-68.54135338,63.55013012,330.3533835,67.67633242,34.80451128,55.13071378,127.4097744,86.31610039,164.6466165,33.20370416,-8.819548872,58.90002205,810.1052632,566.4388893,130.9887218,92.77627718,18.83458647,20.00044545,53.85714286,19.6429037,360.7368421,260.2637529,73.09398496,67.69467108,99.17293233,86.95433729,316.7105263,249.7950761,131.7593985,68.63385494,"North America,NA,South America and the Caribbean",global,LC
Cicuta maculata,1032,59.417,17.16,42.257,-88.45,41.771663,1.27E+13,92.08708415,48.62178133,122.8874755,19.88029948,31.87377691,8.026566883,9299.973581,1998.132707,287.5733855,33.58746087,-102.8923679,73.68117091,390.4657534,58.67241935,159.0293542,68.27156065,9.963796477,98.51039242,207.9863014,34.72539269,-32.2035225,71.67766887,898.6164384,315.5250551,109.8091977,38.69514434,44.25831703,26.64368958,32.34540117,21.51124511,302.6135029,101.5715413,148.4324853,84.40900636,264.667319,91.62179473,177.8365949,101.3027082,144.3139535,65.60504256,"North America,South America and the Caribbean,NA",global,LC
Cicuta virosa,126,68.366667,46.7775,21.589167,-146.53,61.35944963,5.77E+12,-21.83064516,33.75828035,101.2741935,20.12616253,23.68548387,3.636685115,11894.94355,3200.246353,195.983871,28.2506159,-233.8467742,84.8774386,429.8306452,105.091112,111.5483871,33.66510215,-86.5,72.3963234,127.1612903,17.30707224,-173.9032258,73.93772587,488.983871,343.5052687,80.15322581,46.63699016,18.99193548,16.78050358,52.17741935,12.97217058,210.25,133.2090859,64.70967742,54.01652475,174.6612903,52.77824248,94.30645161,127.8752681,136.8333333,73.27436114,"Europe,Asia,North America,NA",global,LC
Cladium mariscoides,252,51.013889,25.99388,25.020009,-73.20721,43.79055,3.16E+12,73.61904762,28.23770956,104.4325397,13.57432736,28.11904762,2.960852528,9126.757937,1254.218968,257.0714286,26.09824484,-109.5753968,47.03230929,366.6468254,47.06736579,87.63095238,84.65295166,39.05555556,103.8960027,187.0595238,23.59756446,-47.74603175,41.8414645,1090.019841,185.3111188,112.8849206,21.51657035,70.12698413,18.5302527,14.89285714,7.348498273,320.4880952,62.63182001,226.9484127,54.1842191,274.6150794,41.64571034,262.4206349,76.54500051,144.9206349,75.85340267,North America,endemic,LC
Cladium mariscus,293,37.11,16.106667,21.003333,-90.725,19.75,3.61E+12,237.4329897,34.58699393,118.1718213,19.85980249,60.57388316,10.22862136,2945.659794,2031.960004,335.6666667,28.92682007,132.3264605,62.63490231,203.3402062,69.58897355,251.4948454,48.44110332,225.0996564,48.67478672,270.4570447,27.27827309,196.766323,53.91634996,1203.821306,562.0110402,203.7182131,96.50090036,30.8419244,17.96056298,58.93127148,14.32102691,523.5360825,250.6785988,109.628866,62.40573353,351.2542955,153.5141146,163.0206186,92.45494478,135.1296928,54.74889977,"Africa,Europe,NA,Asia,Australia,South America and the Caribbean,North America",global,LC
Coleanthus subtilis,8,50.7,43.8177,6.8823,-122.7475,45.68075,54570426006,101.875,17.97170395,108.75,7.887603293,38.5,5.126959556,6110.75,1406.595865,264.25,10.72713515,-19.875,41.66340463,284.125,46.38792177,30.25,35.01734264,142.25,70.34151386,180.375,7.670677005,24.5,37.42039169,1003.75,371.3637993,154,60.58288301,24.625,13.40508965,47.375,17.41868865,432,180.9159236,102.75,37.17429988,115.375,40.38718856,396.5,163.5044779,206.125,57.99615135,North America,endemic,LC
Commelina erecta,1597,45.695576,14.92,30.775576,-97.393333,21.844167,7.23E+12,205.779597,46.9298828,132.0510076,21.53707356,54.32052897,13.90819324,4321.461587,2890.56983,331.8627204,26.6241557,72.25881612,84.57224972,259.6039043,84.22308816,237.9905542,39.06987954,169.5875315,84.68665262,257.4540302,29.66521499,147.122796,79.65111802,1005.913098,517.5964117,188.4351385,98.95570133,22.96095718,21.8493089,70.9559194,29.50030079,486.2279597,260.6707304,82.5824937,74.14809256,320.4187657,145.1112615,109.5755668,101.6800582,135.8954289,65.0961961,"Africa,NA,Asia,South America and the Caribbean,North America,Europe",global,LC
Conocarpus erectus,626,30.448333,15.205556,15.242777,-90.7077775,19.8291665,1.96E+12,257.8807496,15.00998828,109.5894378,18.3084146,64.94889267,7.86863853,2013.645656,817.8955142,337.5451448,16.20303945,168.923339,26.26686197,168.6218058,28.16455912,273.8160136,13.27229462,247.9045997,21.06031715,279.3134583,11.66412221,229.483816,23.32807257,1107.964225,390.15903,220.8620102,78.61549213,17.60136286,13.79250915,77.10221465,23.13456212,558.8415673,206.8932152,67.12265758,47.66469864,355.7206133,125.7964401,111.4412266,76.75270251,108.3450479,72.58468676,"Africa,NA,Australia,South America and the Caribbean,North America,Europe",global,LC
Cordia sebestena,117,39.73193,16.72,23.01193,-87.821498,20.287778,2.31E+12,253.5495495,20.13894406,106.7027027,17.97654765,65.32432432,5.541844396,1969.531532,824.1315078,331.5945946,12.17327802,168.036036,35.10268778,163.5585586,35.7780239,268.5405405,16.04413446,242.7567568,30.57634743,273.8468468,13.79077307,225.1621622,27.94590246,1073.612613,269.1634911,186.3423423,51.46728802,25.72972973,13.00695335,61.07207207,15.25999625,478.5495495,141.4422297,94.2972973,40.35402303,353.5855856,99.49339571,141.6126126,57.35934119,111.8119658,58.27090887,"Africa,Asia,Australia,South America and the Caribbean,NA,North America,Europe",global,LC
Corynopuntia grahamii,6,29.241348,25.2725,3.968848,-103.915865,25.835556,55749311030,198.1666667,22.7808399,175.3333333,11.43095213,54.16666667,6.431692364,5344.333333,1442.342632,349.8333333,33.33716645,25,13.13011805,324.8333333,34.42915431,252,38.05259518,161.1666667,27.90997432,260.1666667,36.75005669,125,17.27425831,332.5,143.3188752,73.83333333,38.63375036,5.166666667,1.471960144,83.66666667,13.63329258,194,102.2154587,19.33333333,5.955389716,165.3333333,97.96461946,31,20.71714266,173,27.03331278,"North America,South America and the Caribbean",global,LC
Corynopuntia schottii,9,30.489933,25.345,5.144933,-103.841944,26.574722,39969285643,196,8.170067319,166,12.76714533,50.55555556,6.207074817,5809,1163.309396,348.3333333,6.745368782,21.88888889,17.70906861,326.4444444,19.01388382,243.6666667,9.565563235,147,36.16628264,264,14.85765796,116,19.30673458,316,52.67589582,66.11111111,10.77548658,6.888888889,2.97676185,76.44444444,17.73493101,166.6666667,17.94435844,24.66666667,11.9058809,132.5555556,13.09686137,30.44444444,8.353309391,144.6666667,9.460443964,"North America,South America and the Caribbean",global,LC
Coryphantha echinus,11,29.899195,20.13,9.769195,-102.775833,28.523771,2.67E+11,190.9090909,29.26928269,153.8181818,13.51161117,52,9.507891459,5292.363636,1934.615945,330.8181818,42.46838396,29.63636364,27.99740248,301.1818182,50.43772037,238.2727273,42.71086726,139.6363636,31.3122108,252.5454545,45.84618553,118,27.15879231,372.1818182,164.619451,72.90909091,35.72801295,7.727272727,4.051935564,71,18.17690843,190.0909091,87.7182473,27.36363636,12.91721895,155.1818182,61.96098479,34.90909091,13.7945971,146.3636364,37.09790487,"South America and the Caribbean,North America",global,LC
Coryphantha macromeris,32,32.036275,24.828333,7.207942,-103.751667,26.622222,4.22E+11,197.15625,14.5936561,163.03125,16.89719269,51.9375,6.308915862,5468.5,1285.022103,346.5,13.64291143,32.40625,29.91262478,314.09375,39.53141615,251.84375,14.31694096,160.78125,30.1434574,261.375,14.82750278,122.375,26.06536449,293.71875,69.59107951,63.5625,11.76363313,5.59375,2.613357438,81.1875,12.10555058,162.59375,26.95618832,21.28125,11.83824958,137.8125,24.92367381,29.6875,12.1507666,136,32.25903224,"South America and the Caribbean,North America",global,LC
Coryphantha nickelsiae,6,27.3,25.43,1.87,-100.312684,25.819917,23390323113,214.5,17.16682848,135.3333333,9.72967968,46.33333333,3.932768321,5502.5,712.6010805,352.6666667,24.1633331,63.16666667,17.16294458,289.5,22.1878345,253.8333333,18.00462903,148.6666667,7.393691004,279.1666667,23.72691861,139.5,13.09580085,492.8333333,164.3343137,102.8333333,42.06384037,12,4.898979486,65.83333333,6.306081721,230.3333333,79.46487694,43.83333333,14.24663703,171.8333333,51.53801186,46.16666667,12.89056503,152.6666667,25.99743577,South America and the Caribbean,endemic,LC
Coryphantha recurvata,18,30.69,23.905833,6.784167,-105.875139,25.72375,91635435280,155.1666667,21.56044854,164.1666667,12.65492232,57,4.256482945,4236.277778,961.5289788,297.5555556,34.02286813,10.77777778,18.75086055,286.7777778,31.24769273,197.3888889,31.31084925,139.8333333,25.59698971,205.6111111,30.85666844,98.27777778,17.39440598,625.0555556,130.5276496,154.7777778,30.76582435,5.611111111,2.278773893,98,8.387666015,401.0555556,81.50025061,29.94444444,11.68444024,334.1111111,92.42223369,76.38888889,32.9404791,137.4444444,50.6536361,South America and the Caribbean,endemic,LC
Coryphantha sulcata,7,33.30833,29.615938,3.692392,-97.891667,30.576613,57923442635,190,12.04159458,128.7142857,5.936168397,37.28571429,2.138089935,7394,531.6853706,353.2857143,5.498917642,13.71428571,16.70044197,339.5714286,17.21295193,231.7142857,14.34938193,101.8571429,20.16951967,281.1428571,7.267016156,90.85714286,17.39184264,767.4285714,171.874816,110.5714286,15.05387152,37.85714286,12.78578079,36.28571429,10.5469472,266.5714286,43.35457355,130,42.71221527,179.4285714,31.13870658,132,39.92910384,127,37.17526059,"North America,South America and the Caribbean",global,LC
Cottea pappophoroides,107,34.37,17.741667,16.628333,-103.82,26.7,1.40E+12,194.3679245,23.52843284,164.6603774,16.01123819,53.16981132,5.144524039,5139.59434,1218.059032,342.8679245,21.35775781,33.87735849,34.89431741,308.990566,35.80781912,245.5,21.70417998,168.4528302,38.66095165,254.9433962,21.14162231,124.8301887,33.24067265,372.2169811,148.9950466,87.78301887,43.74101371,4.933962264,3.231596592,87.46226415,16.30318375,224.1509434,105.1391633,20.41509434,10.57208177,177.5943396,79.62241588,36.81132075,22.28734991,142.9906542,45.43759879,"South America and the Caribbean,North America,NA",global,LC
Crotalaria pumila,727,32.07666,15.21666,16.86,-99.825,19.443333,1.93E+12,197.8660221,40.92593594,149.2058011,24.20281797,64.86740331,6.558099816,2427.519337,1331.042583,310.801105,37.65177417,79.52486188,56.62023831,231.2762431,49.23779699,216.8632597,41.01235287,184.1574586,46.71090646,226.2610497,41.06547182,164.7002762,47.67432102,896.8314917,389.9645291,198.1381215,77.35204668,8.20718232,10.10463396,94.8301105,14.70983072,522.0041436,208.9732755,32.62845304,33.41426663,293.5593923,124.3895659,54.58701657,52.93509058,130.5034388,66.52110564,"South America and the Caribbean,North America,NA",global,LC
Crotalaria rotundifolia,314,43.22555,16.706111,26.519439,-99.8954025,20.6509735,4.10E+12,175.2332268,33.6685377,139.4249201,18.51164616,60.57827476,8.945764696,2896.185304,1600.298713,287.3738019,35.61687447,55.47923323,38.75134882,231.8945687,37.09851407,197.4408946,45.66640312,159.7220447,34.53903486,209.1661342,41.64530328,135.5942492,36.75052196,1138.881789,327.5430713,232.7316294,69.40104228,19.54952077,22.83114455,84.47284345,26.64113476,624.9680511,183.5513594,74.4313099,78.72682348,391.8785942,182.3819199,112.3067093,100.0452871,108.7707006,62.26228892,"South America and the Caribbean,North America,NA",global,LC
Cupressus guadalupensis,144,38.53983054,19.492222,19.04760854,-116.8708335,32.7520235,7.22E+11,155.3611111,17.99091111,143.5277778,15.61286203,52.66666667,4.374113297,4589.333333,900.7087031,306.0416667,23.40129546,34.73611111,21.77795964,271.3055556,32.88617321,106.5833333,23.78561004,208.1180556,22.34456694,219.3055556,16.66086146,102.8055556,23.70367113,435.5694444,157.0343445,83.48611111,30.03284591,2.020833333,1.020549352,83.01388889,4.821261349,235.1041667,85.56040836,12.4375,7.57500375,22.18055556,18.02820354,218.0902778,82.89271128,60.77777778,74.70599198,"North America,South America and the Caribbean",global,EN
Cupressus macnabiana,246,41.92167,19.575,22.34667,-122.4107745,39.167923,2.30E+12,133.898374,15.27068144,150.699187,9.577128332,46.42682927,2.987171843,6035.841463,595.5955716,323.4349593,19.16272523,1.62601626,16.17829151,321.8089431,20.31326302,66.14634146,17.22512779,212.1829268,22.50358414,213.4349593,17.53392739,63.05284553,15.21979283,1086.00813,277.7174161,215.3089431,50.01993563,2.508130081,1.98307506,84.3902439,6.083948968,567.9634146,136.0993735,19.00406504,9.206252519,23.11382114,17.26442763,560.7235772,139.309891,152.703252,73.11945321,"Australia,North America,South America and the Caribbean",global,LC
Cuscuta gronovii,451,51.250389,29.4403,21.810089,-77.1103,41.45,7.24E+12,101.7577778,32.34779669,116.4577778,12.68231831,30.58888889,3.932318392,9125.397778,1027.026989,289.7422222,26.47359056,-86.70888889,42.59810802,376.4511111,32.40615797,141.6422222,70.26284406,27.13111111,93.15893052,215.5933333,25.69170396,-20.51333333,43.18970481,1069.662222,170.1521307,111.9488889,16.99166732,64.52444444,20.39740098,16.94222222,11.44527969,314.8533333,44.77591621,216.0888889,61.235615,284.1155556,41.27095516,230.76,70.48726496,153.1219512,67.27783674,"South America and the Caribbean,North America,NA",global,LC
Cyclosorus interruptus,47,32.4608,16.5,15.9608,-92.5,18.2475,7.13E+11,243.0425532,25.25259991,109.3829787,10.73100585,57.89361702,8.437066363,2872.042553,1372.811063,336.1276596,15.39002644,144.0638298,47.09491076,192.0638298,38.68794007,268.1914894,15.69774049,227.7659574,44.45623777,274.7021277,16.073087,202.9787234,40.38805751,1759.468085,503.6675858,302.787234,97.30475125,44.65957447,20.18961915,59.5106383,17.95268218,802.0425532,243.6609331,164.212766,68.39715738,494.0212766,155.2636593,263.0851064,121.6489657,119.8510638,44.62256142,"Africa,NA,Asia,Australia,South America and the Caribbean,North America,Europe",global,LC
Cylindropuntia acanthocarpa,118,37.16,31.308333,5.851667,-114.4686115,34.295279,4.97E+11,188.3135593,30.86936887,151.0847458,13.62161196,41.83898305,3.639691776,7556.881356,615.3214179,379.3644068,31.40081801,22,29.19577302,357.3644068,19.28006156,168.059322,89.40518469,220.0508475,41.42129752,287.440678,33.10267435,95.87288136,29.02328762,229.5169492,117.6575309,35.51694915,20.51671532,2.915254237,2.106466524,49.59322034,10.99435542,88.16949153,55.64329389,17.13559322,9.157608816,58.55932203,37.77702064,75.69491525,48.62845505,144.8728814,72.14107104,"North America,South America and the Caribbean",global,LC
Cylindropuntia arbuscula,24,32.274896,23,9.274896,-111.2081665,31.344785,3.92E+11,207.5833333,22.58686934,161.625,17.44510022,49.95833333,5.060324501,6078.083333,1174.943252,367.5416667,21.74152342,45.83333333,32.24588503,321.7083333,37.16646357,280.0416667,28.92190259,223.2083333,23.27525121,284.5,27.31618409,130.7916667,26.28105478,328.0416667,182.3123166,76.83333333,53.02392132,3.5,2.321918247,79.375,19.85340295,184.6666667,122.8408892,16.25,9.843338069,165,114.4897945,65.70833333,28.59990752,111.1666667,47.99426294,"South America and the Caribbean,North America",global,LC
Cylindropuntia bigelovii,214,36.952467,23.358333,13.594134,-115.4264296,33.15648,3.92E+11,197.2159624,19.59351858,159.5070423,12.62507976,46.79342723,6.07768529,6632.28169,1185.165817,380.3192488,24.05597747,39.61502347,22.00904959,340.7042254,32.49922831,174.3051643,80.14041817,230.258216,22.1315533,285.1455399,23.86661917,116.9389671,23.78085945,201.2206573,85.37830988,34.83568075,17.42169121,1.474178404,1.48753941,60.03755869,14.82726001,89.37089202,47.37175834,11.4741784,6.863599632,49.73239437,36.14839348,74.63380282,36.59733962,163.4345794,78.35205802,"North America,South America and the Caribbean,NA",global,LC
Cylindropuntia californica,196,35.12952356,29.27514455,5.854379009,-116.80257,33.332589,67849912777,157.3622449,20.0255325,151.0510204,18.92840625,50.81632653,3.367558467,5170.158163,940.5645389,321.4336735,29.07021895,25.9744898,25.81123513,295.4591837,40.90042151,103.1581633,26.85574922,205.8622449,28.83812297,228.5,18.5498635,97.29081633,25.82052686,393.5663265,115.2232646,74.04081633,21.94488124,1.607142857,0.907942165,78.61734694,9.653032211,208.1887755,62.98652747,14.9744898,9.139621394,30.53061224,19.43151238,194.0357143,61.0968441,133.9081633,73.07692985,"South America and the Caribbean,North America",global,LC
Cylindropuntia davisii,7,36.698463,33.20699,3.491473,-100.73625,34.60438,71327887814,151.7142857,13.7563838,158.8571429,7.033931367,39.85714286,2.734262328,8388.285714,512.8419881,345.7142857,15.62811874,-49.42857143,13.61196952,395.1428571,12.21240587,242.4285714,8.580154289,43.85714286,13.86156042,258.2857143,16.39831583,41.57142857,12.59440541,512.5714286,80.95236695,81.57142857,8.599557021,13.85714286,3.38765265,55.28571429,7.134757312,212.4285714,16.37942961,49.42857143,13.18910084,200.4285714,13.80648571,49.42857143,13.18910084,140.1428571,14.34606301,North America,endemic,LC
Cylindropuntia echinocarpa,230,38.814,31.34173656,7.472263441,-116.151283,34.095191,3.60E+11,183.4173913,34.63899476,159.6869565,13.40459754,44.03043478,3.67974923,7192.995652,661.2386914,378.4956522,34.74017694,19.23043478,29.30451379,359.2652174,18.36372228,128.5956522,71.40888462,230.6130435,31.86684639,278.1826087,36.42485418,96.13913043,33.04446837,207.9130435,130.0728426,34.33478261,23.43896857,1.704347826,1.720535679,57.2826087,13.03650073,92.55652174,67.84617733,14.22173913,9.034550688,31.15652174,15.51198511,88.12173913,66.33850573,163.4826087,81.08169987,"North America,South America and the Caribbean",global,LC
Cylindropuntia ganderi,112,33.8962,28.72516386,5.171036137,-116.30907,32.988765,32417882276,175.2410714,25.6480846,166.2589286,7.739853033,49.42857143,3.281710952,6067.625,651.0119375,360.8482143,30.47764203,27,19.42924331,333.8482143,21.46323478,110.8839286,24.84174978,221.1964286,31.37935262,257.1785714,26.91234162,103.9017857,24.58189469,268.6875,102.2101731,46.57142857,17.62354807,1.223214286,0.731650256,66.77678571,5.849015966,131.4375,52.57920345,14.75892857,7.489627104,37.04464286,13.26200859,121.9017857,47.77008748,184.8660714,67.6224942,"North America,South America and the Caribbean",global,LC
Cylindropuntia kleiniae,81,38.61306,18.178222,20.434838,-100.595165,24.741944,2.21E+12,199.7901235,20.35541454,160.4814815,17.13994684,58.67901235,8.741892187,3922.740741,1646.660999,331.5061728,20.60468603,55.88888889,33.15456228,275.617284,39.20094639,234.5925926,24.13129595,167.5308642,39.27247332,244.8148148,24.18786427,145.8765432,33.81840576,408.5555556,148.2693495,86.35802469,26.33168654,6.49382716,7.770333739,82.02469136,17.91715331,212.5061728,61.79606044,26.51851852,27.30389675,154.8765432,39.22383928,33.80246914,26.39148525,141.7901235,41.82395129,"Australia,South America and the Caribbean,North America",global,LC
