Species,x,y,bio1_1,bio4_1,bio5_1,bio6_1,bio7_1,bio12_1,bio15_1,bio17_1,taxon,dispStage,selfOut,dispersion,trophicLevel,maxSize
Alnus rubra,-124.1709,43.2161,111,3264,215,27,188,1574,70,70,Plant,embryo,outcrosser,wind,primary,25000
Alnus rubra,-124.0128,40.832,112,3316,221,26,195,1380,76,37,Plant,embryo,outcrosser,wind,primary,25000
Alnus rubra,-124.0768,44.4604,107,3104,198,31,167,2068,65,128,Plant,embryo,outcrosser,wind,primary,25000
Alnus rubra,-123.0477,38.3585,127,2965,238,35,203,1077,89,13,Plant,embryo,outcrosser,wind,primary,25000
Alnus rubra,-124.3289,43.3403,111,2737,197,37,160,1622,69,77,Plant,embryo,outcrosser,wind,primary,25000
Alnus rubra,-132.25,55.73,67,4773,175,65508,203,2902,35,453,Plant,embryo,outcrosser,wind,primary,25000
Alnus rubra,-130.08,55.21,57,5891,185,65486,235,2015,44,261,Plant,embryo,outcrosser,wind,primary,25000
Alnus rubra,-135.31,59.46,23,7972,188,65403,321,899,43,115,Plant,embryo,outcrosser,wind,primary,25000
Alnus rubra,-122.26667,37.11667,130,2660,227,41,186,794,88,10,Plant,embryo,outcrosser,wind,primary,25000
Alnus rubra,-130.83,55.13,63,5129,175,65502,209,2578,39,352,Plant,embryo,outcrosser,wind,primary,25000
Alnus rubra,-135.43,59.23,45,6893,188,65449,275,1261,49,140,Plant,embryo,outcrosser,wind,primary,25000
Alnus rubra,-131.65,55.33,72,4806,183,65513,206,3643,35,550,Plant,embryo,outcrosser,wind,primary,25000
Alnus rubra,-121.9066565,36.99846299,139,3088,246,37,209,654,91,7,Plant,embryo,outcrosser,wind,primary,25000
Alnus rubra,-122.81667,49.23333,98,5305,231,65529,238,1418,50,148,Plant,embryo,outcrosser,wind,primary,25000
Alnus rubra,-122.6275,37.8939,134,3055,229,47,182,981,89,13,Plant,embryo,outcrosser,wind,primary,25000
Alnus rubra,-123.3014,44.6258,102,5129,264,65534,266,1452,69,80,Plant,embryo,outcrosser,wind,primary,25000
Alnus rubra,-124.1901,40.8176,116,2102,184,51,133,1093,74,33,Plant,embryo,outcrosser,wind,primary,25000
Alnus rubra,-122.2553,44.2175,83,5748,260,65506,290,1931,64,125,Plant,embryo,outcrosser,wind,primary,25000
Alnus rubra,-123.562,43.062,114,4941,279,7,272,1166,74,46,Plant,embryo,outcrosser,wind,primary,25000
Alnus rubra,-123.0745,38.4322,128,3179,245,32,213,1117,89,13,Plant,embryo,outcrosser,wind,primary,25000
Alnus rubra,-122.26667,37.125,129,2827,229,39,190,837,88,11,Plant,embryo,outcrosser,wind,primary,25000
Alnus rubra,-123.286,44.558,111,5120,273,9,264,1108,68,64,Plant,embryo,outcrosser,wind,primary,25000
Alnus rubra,-123.7737291,39.27109879,112,2616,210,29,181,1111,81,21,Plant,embryo,outcrosser,wind,primary,25000
Alnus rubra,-123.7736791,39.27114879,112,2616,210,29,181,1111,81,21,Plant,embryo,outcrosser,wind,primary,25000
Alnus rubra,-123.635,44.0017,105,4595,249,7,242,1715,70,86,Plant,embryo,outcrosser,wind,primary,25000
Alnus rubra,-123.36667,48.76667,98,4577,219,8,211,993,62,79,Plant,embryo,outcrosser,wind,primary,25000
Alnus rubra,-132.86667,53.56667,68,3932,159,65529,166,2171,38,286,Plant,embryo,outcrosser,wind,primary,25000
Alnus rubra,-123.0536,38.4525,128,3179,245,32,213,1117,89,13,Plant,embryo,outcrosser,wind,primary,25000
Alnus rubra,-123.3985,38.6484,120,2622,219,37,182,1082,85,16,Plant,embryo,outcrosser,wind,primary,25000
Alnus rubra,-124.1532,41.1335,111,2576,199,35,164,1460,73,48,Plant,embryo,outcrosser,wind,primary,25000
Alnus rubra,-123.9096,40.3087,120,4242,263,22,241,1646,82,30,Plant,embryo,outcrosser,wind,primary,25000
Alnus rubra,-121.8953,36.3709,126,2135,214,44,170,811,92,6,Plant,embryo,outcrosser,wind,primary,25000
Alnus rubra,-122.2412,37.873,141,3393,244,50,194,678,87,8,Plant,embryo,outcrosser,wind,primary,25000
Alnus rubra,-123.13333,49.3,99,5323,227,65535,228,1296,51,134,Plant,embryo,outcrosser,wind,primary,25000
Alnus rubra,-123.24944,49.25806,97,5232,223,65535,224,1234,53,126,Plant,embryo,outcrosser,wind,primary,25000
Alnus rubra,-121.8924,36.3695,126,2135,214,44,170,811,92,6,Plant,embryo,outcrosser,wind,primary,25000
Alnus rubra,-123.76667,39.41333,111,2712,214,29,185,1121,81,22,Plant,embryo,outcrosser,wind,primary,25000
Alnus rubra,-123.21667,48.75,97,4374,215,12,203,874,57,81,Plant,embryo,outcrosser,wind,primary,25000
Alnus rubra,-123.6968,44.0581,101,4478,242,5,237,1843,70,94,Plant,embryo,outcrosser,wind,primary,25000
Alnus rubra,-122.9225,38.0918,129,2785,232,41,191,963,89,12,Plant,embryo,outcrosser,wind,primary,25000
Alnus rubra,-122.9897,38.4988,132,3713,267,27,240,1164,90,13,Plant,embryo,outcrosser,wind,primary,25000
Alnus rubra,-122.265,37.12167,130,2660,227,41,186,794,88,10,Plant,embryo,outcrosser,wind,primary,25000
Alnus rubra,-123.0829,45.942,91,4827,234,65529,241,1902,62,135,Plant,embryo,outcrosser,wind,primary,25000
Alnus rubra,-123.5071,44.4693,85,4632,231,65525,242,2193,68,122,Plant,embryo,outcrosser,wind,primary,25000
Alnus rubra,-124.1494,41.0911,109,2704,199,31,168,1475,74,48,Plant,embryo,outcrosser,wind,primary,25000
Alnus rubra,-122.6292,37.8947,134,3055,229,47,182,981,89,13,Plant,embryo,outcrosser,wind,primary,25000
Alnus rubra,-122.6135,37.911,131,3203,231,45,186,1010,88,13,Plant,embryo,outcrosser,wind,primary,25000
Alnus rubra,-123.9189,44.7219,105,3437,208,25,183,2119,65,133,Plant,embryo,outcrosser,wind,primary,25000
Alnus rubra,-130,54,51,4668,157,65500,193,2225,37,306,Plant,embryo,outcrosser,wind,primary,25000
Alnus rubra,-123.01,38.4943,131,3494,258,29,229,1138,90,13,Plant,embryo,outcrosser,wind,primary,25000
Alnus rubra,-122.7426,37.9855,130,3197,234,41,193,1060,89,13,Plant,embryo,outcrosser,wind,primary,25000
Alnus rubra,-132,53,67,4067,169,65531,174,2802,44,301,Plant,embryo,outcrosser,wind,primary,25000
Alnus rubra,-122.5788631,37.89588725,137,3121,231,49,182,962,89,13,Plant,embryo,outcrosser,wind,primary,25000
Alnus rubra,-122.5772,37.8995,137,3121,231,49,182,962,89,13,Plant,embryo,outcrosser,wind,primary,25000
Alnus rubra,-122.4126,37.5381,130,2773,221,48,173,751,85,11,Plant,embryo,outcrosser,wind,primary,25000
Alnus rubra,-123.7233,45.9888,91,3843,204,5,199,2413,62,163,Plant,embryo,outcrosser,wind,primary,25000
Alnus rubra,-123.48333,48.75,88,4709,212,65533,215,1127,65,85,Plant,embryo,outcrosser,wind,primary,25000
Alnus rubra,-123.6665,40.9423,120,5117,289,6,283,1306,78,37,Plant,embryo,outcrosser,wind,primary,25000
Alnus rubra,-122.6125,48.795,99,4666,220,1,219,907,42,113,Plant,embryo,outcrosser,wind,primary,25000
Alnus rubra,-122.6407,48.45279,97,4126,207,10,197,642,41,87,Plant,embryo,outcrosser,wind,primary,25000
Alnus rubra,-123.6646325,39.678392,109,4425,271,1,270,1551,84,26,Plant,embryo,outcrosser,wind,primary,25000
Alnus rubra,-122.23333,49.18333,93,5495,234,65519,251,1730,45,194,Plant,embryo,outcrosser,wind,primary,25000
Alnus rubra,-123.46389,47.09583,102,4717,241,6,235,2139,62,144,Plant,embryo,outcrosser,wind,primary,25000
Alnus rubra,-121.75,49.18333,78,5836,221,65502,255,1618,49,171,Plant,embryo,outcrosser,wind,primary,25000
Alnus rubra,-123.7206283,39.30359862,113,2800,218,28,190,1115,82,21,Plant,embryo,outcrosser,wind,primary,25000
Alnus rubra,-121.98333,49.05,95,5398,233,65524,245,1596,43,184,Plant,embryo,outcrosser,wind,primary,25000
Alnus rubra,-123.7019319,39.57749356,116,3517,246,22,224,1270,83,23,Plant,embryo,outcrosser,wind,primary,25000
Alnus rubra,-122.5,49.33333,82,5619,224,65507,253,1750,49,187,Plant,embryo,outcrosser,wind,primary,25000
Alnus rubra,-124.91667,49.33333,90,5111,232,65531,237,1886,61,141,Plant,embryo,outcrosser,wind,primary,25000
Alnus rubra,-123.6916626,38.94995582,117,2312,203,37,166,1052,83,20,Plant,embryo,outcrosser,wind,primary,25000
Haplotrema vancouverense,-123.6,47,97,4495,228,5,223,2325,61,159,Mollusk,adult,out/self,self,predator,0.32
Haplotrema vancouverense,-123.32,47.37,91,4926,233,65533,236,2185,64,143,Mollusk,adult,out/self,self,predator,0.32
Haplotrema vancouverense,-121.71,48.08,70,5312,210,65508,238,2076,51,201,Mollusk,adult,out/self,self,predator,0.32
Haplotrema vancouverense,-115.64,46.82,66,7511,283,65453,366,866,36,114,Mollusk,adult,out/self,self,predator,0.32
Haplotrema vancouverense,-116.84,47.27,69,7109,269,65468,337,711,39,90,Mollusk,adult,out/self,self,predator,0.32
Haplotrema vancouverense,-116.39,48.97,38,7724,237,65427,346,792,32,125,Mollusk,adult,out/self,self,predator,0.32
Haplotrema vancouverense,-116.06,48.03,50,7370,255,65444,347,929,41,121,Mollusk,adult,out/self,self,predator,0.32
Haplotrema vancouverense,-116.2,47.72,63,7299,267,65460,343,915,40,116,Mollusk,adult,out/self,self,predator,0.32
Haplotrema vancouverense,-124.12,41.04,114,2674,202,38,164,1317,74,42,Mollusk,adult,out/self,self,predator,0.32
Haplotrema vancouverense,-124.33,42.28,109,3005,209,31,178,2001,71,77,Mollusk,adult,out/self,self,predator,0.32
Haplotrema vancouverense,-116.19,47.04,62,7288,269,65454,351,956,41,116,Mollusk,adult,out/self,self,predator,0.32
Haplotrema vancouverense,-123.02,47.02,101,4947,248,2,246,1462,63,104,Mollusk,adult,out/self,self,predator,0.32
Haplotrema vancouverense,-123.71,40.91,93,4855,258,65520,274,1472,76,45,Mollusk,adult,out/self,self,predator,0.32
Haplotrema vancouverense,-122.03,45.04,79,5420,237,65514,259,2052,62,135,Mollusk,adult,out/self,self,predator,0.32
Haplotrema vancouverense,-124.05,41.81,111,3405,222,23,199,2064,74,68,Mollusk,adult,out/self,self,predator,0.32
Haplotrema vancouverense,-115.65,47.25,42,7417,260,65429,367,947,39,126,Mollusk,adult,out/self,self,predator,0.32
Haplotrema vancouverense,-124.07,47.14,98,3861,204,14,190,2511,57,187,Mollusk,adult,out/self,self,predator,0.32
Haplotrema vancouverense,-117.34,48.9,69,8087,273,65457,352,705,32,110,Mollusk,adult,out/self,self,predator,0.32
Haplotrema vancouverense,-116.67,47.09,65,7048,266,65463,339,782,39,98,Mollusk,adult,out/self,self,predator,0.32
Haplotrema vancouverense,-123.77,44.05,105,4288,240,11,229,1893,70,95,Mollusk,adult,out/self,self,predator,0.32
Haplotrema vancouverense,-115.65,47.25,42,7417,260,65429,367,947,39,126,Mollusk,adult,out/self,self,predator,0.32
Haplotrema vancouverense,-115.48,46.83,64,7565,284,65449,371,763,32,109,Mollusk,adult,out/self,self,predator,0.32
Haplotrema vancouverense,-127.89,50.12,77,3552,164,10,154,2620,51,236,Mollusk,adult,out/self,self,predator,0.32
Haplotrema vancouverense,-115.65,47.25,42,7417,260,65429,367,947,39,126,Mollusk,adult,out/self,self,predator,0.32
Haplotrema vancouverense,-124.33,42.28,109,3005,209,31,178,2001,71,77,Mollusk,adult,out/self,self,predator,0.32
Haplotrema vancouverense,-123.96,41.84,111,3884,240,17,223,2062,76,64,Mollusk,adult,out/self,self,predator,0.32
Haplotrema vancouverense,-116.13,47.69,69,7319,273,65466,343,895,40,114,Mollusk,adult,out/self,self,predator,0.32
Haplotrema vancouverense,-116.73,48.3,46,7519,247,65442,341,860,40,113,Mollusk,adult,out/self,self,predator,0.32
Haplotrema vancouverense,-116.19,47.04,62,7288,269,65454,351,956,41,116,Mollusk,adult,out/self,self,predator,0.32
Haplotrema vancouverense,-122.62,46.06,98,5068,248,65533,251,1999,60,151,Mollusk,adult,out/self,self,predator,0.32
Haplotrema vancouverense,-116.39,48.97,38,7724,237,65427,346,792,32,125,Mollusk,adult,out/self,self,predator,0.32
Haplotrema vancouverense,-116.67,47.09,65,7048,266,65463,339,782,39,98,Mollusk,adult,out/self,self,predator,0.32
Haplotrema vancouverense,-115.65,47.25,42,7417,260,65429,367,947,39,126,Mollusk,adult,out/self,self,predator,0.32
Haplotrema vancouverense,-123.32,48.41,99,3964,201,20,181,657,61,60,Mollusk,adult,out/self,self,predator,0.32
Haplotrema vancouverense,-123.77,44.05,105,4288,240,11,229,1893,70,95,Mollusk,adult,out/self,self,predator,0.32
Haplotrema vancouverense,-122.19,42,87,6711,296,65474,358,506,57,41,Mollusk,adult,out/self,self,predator,0.32
Haplotrema vancouverense,-116.39,48.97,38,7724,237,65427,346,792,32,125,Mollusk,adult,out/self,self,predator,0.32
Haplotrema vancouverense,-124.05,41.81,111,3405,222,23,199,2064,74,68,Mollusk,adult,out/self,self,predator,0.32
Haplotrema vancouverense,-124.11,42.01,112,3425,225,26,199,2033,74,70,Mollusk,adult,out/self,self,predator,0.32
Haplotrema vancouverense,-116.47,48.48,69,7571,271,65463,344,776,40,104,Mollusk,adult,out/self,self,predator,0.32
Haplotrema vancouverense,-123.73,43.67,110,4472,255,13,242,1592,72,72,Mollusk,adult,out/self,self,predator,0.32
Haplotrema vancouverense,-116.67,47.09,65,7048,266,65463,339,782,39,98,Mollusk,adult,out/self,self,predator,0.32
Haplotrema vancouverense,-116.58,47.62,67,7280,269,65465,340,813,40,103,Mollusk,adult,out/self,self,predator,0.32
Haplotrema vancouverense,-115.48,46.83,64,7565,284,65449,371,763,32,109,Mollusk,adult,out/self,self,predator,0.32
Haplotrema vancouverense,-124.07,47.14,98,3861,204,14,190,2511,57,187,Mollusk,adult,out/self,self,predator,0.32
Haplotrema vancouverense,-132.39,53.62,71,4401,174,65517,193,1786,40,234,Mollusk,adult,out/self,self,predator,0.32
Haplotrema vancouverense,-115.64,46.82,66,7511,283,65453,366,866,36,114,Mollusk,adult,out/self,self,predator,0.32
Haplotrema vancouverense,-115.48,46.83,64,7565,284,65449,371,763,32,109,Mollusk,adult,out/self,self,predator,0.32
Haplotrema vancouverense,-115.64,46.82,66,7511,283,65453,366,866,36,114,Mollusk,adult,out/self,self,predator,0.32
Haplotrema vancouverense,-116.47,48.48,69,7571,271,65463,344,776,40,104,Mollusk,adult,out/self,self,predator,0.32
Haplotrema vancouverense,-116.06,48.03,50,7370,255,65444,347,929,41,121,Mollusk,adult,out/self,self,predator,0.32
Haplotrema vancouverense,-115.76,46.74,52,7321,265,65439,362,945,37,121,Mollusk,adult,out/self,self,predator,0.32
Haplotrema vancouverense,-123.73,43.67,110,4472,255,13,242,1592,72,72,Mollusk,adult,out/self,self,predator,0.32
Haplotrema vancouverense,-123.77,44.05,105,4288,240,11,229,1893,70,95,Mollusk,adult,out/self,self,predator,0.32
Haplotrema vancouverense,-115.64,46.82,66,7511,283,65453,366,866,36,114,Mollusk,adult,out/self,self,predator,0.32
Haplotrema vancouverense,-124.07,47.14,98,3861,204,14,190,2511,57,187,Mollusk,adult,out/self,self,predator,0.32
Haplotrema vancouverense,-116.19,47.04,62,7288,269,65454,351,956,41,116,Mollusk,adult,out/self,self,predator,0.32
Haplotrema vancouverense,-117.54,49.02,67,8091,269,65456,349,716,30,114,Mollusk,adult,out/self,self,predator,0.32
Haplotrema vancouverense,-115.48,46.83,64,7565,284,65449,371,763,32,109,Mollusk,adult,out/self,self,predator,0.32
Haplotrema vancouverense,-117.34,48.9,69,8087,273,65457,352,705,32,110,Mollusk,adult,out/self,self,predator,0.32
Haplotrema vancouverense,-115.64,46.82,66,7511,283,65453,366,866,36,114,Mollusk,adult,out/self,self,predator,0.32
Haplotrema vancouverense,-116.58,47.62,67,7280,269,65465,340,813,40,103,Mollusk,adult,out/self,self,predator,0.32
Haplotrema vancouverense,-116.19,47.04,62,7288,269,65454,351,956,41,116,Mollusk,adult,out/self,self,predator,0.32
Haplotrema vancouverense,-116.58,47.62,67,7280,269,65465,340,813,40,103,Mollusk,adult,out/self,self,predator,0.32
Haplotrema vancouverense,-116.05,47.7,64,7322,270,65460,346,938,41,118,Mollusk,adult,out/self,self,predator,0.32
Haplotrema vancouverense,-116.39,48.97,38,7724,237,65427,346,792,32,125,Mollusk,adult,out/self,self,predator,0.32
Haplotrema vancouverense,-123.12,47.04,92,4861,235,65533,238,1811,62,129,Mollusk,adult,out/self,self,predator,0.32
Haplotrema vancouverense,-116.73,48.3,46,7519,247,65442,341,860,40,113,Mollusk,adult,out/self,self,predator,0.32
Haplotrema vancouverense,-116.06,48.03,50,7370,255,65444,347,929,41,121,Mollusk,adult,out/self,self,predator,0.32
Haplotrema vancouverense,-116.34,47.36,57,7220,261,65453,344,926,40,115,Mollusk,adult,out/self,self,predator,0.32
Haplotrema vancouverense,-124.36,42.35,109,2930,208,33,175,2003,71,80,Mollusk,adult,out/self,self,predator,0.32
Haplotrema vancouverense,-116.06,48.03,50,7370,255,65444,347,929,41,121,Mollusk,adult,out/self,self,predator,0.32
Haplotrema vancouverense,-123.71,44.01,106,4424,245,10,235,1803,70,90,Mollusk,adult,out/self,self,predator,0.32
Haplotrema vancouverense,-115.48,46.83,64,7565,284,65449,371,763,32,109,Mollusk,adult,out/self,self,predator,0.32
Haplotrema vancouverense,-115.64,46.82,66,7511,283,65453,366,866,36,114,Mollusk,adult,out/self,self,predator,0.32
Haplotrema vancouverense,-124.15,47.02,99,3593,198,17,181,2260,56,176,Mollusk,adult,out/self,self,predator,0.32
Haplotrema vancouverense,-121.99,46.45,90,5479,250,65518,268,1908,60,148,Mollusk,adult,out/self,self,predator,0.32
Prophysaon andersoni,-123.8968333,48.7735,88,4989,223,65529,230,1529,67,101,Mollusk,adult,out/self,self,detritivore,6
Prophysaon andersoni,-123.2866667,48.87333333,98,4556,218,9,209,946,58,87,Mollusk,adult,out/self,self,detritivore,6
Prophysaon andersoni,-115.2431667,49.3705,56,8333,263,65418,381,698,26,128,Mollusk,adult,out/self,self,detritivore,6
Prophysaon andersoni,-117.268,50.50866667,26,7658,210,65417,329,934,33,173,Mollusk,adult,out/self,self,detritivore,6
Prophysaon andersoni,-129.2545,54.32383333,58,6263,197,65484,249,2004,49,220,Mollusk,adult,out/self,self,detritivore,6
Prophysaon andersoni,-124.1906,54.3988,26,9128,222,65363,395,501,23,83,Mollusk,adult,out/self,self,detritivore,6
Prophysaon andersoni,-127.1683333,54.79333333,39,8145,217,65405,348,530,30,76,Mollusk,adult,out/self,self,detritivore,6
Prophysaon andersoni,-127.1683333,54.795,39,8145,217,65405,348,530,30,76,Mollusk,adult,out/self,self,detritivore,6
Prophysaon andersoni,-127.2683333,54.85,32,8041,211,65399,348,538,30,78,Mollusk,adult,out/self,self,detritivore,6
Prophysaon andersoni,-123.0735,55.34033333,13,9086,204,65373,367,677,22,117,Mollusk,adult,out/self,self,detritivore,6
Prophysaon andersoni,-131.62301,55.34221,56,4751,166,65502,200,3037,34,460,Mollusk,adult,out/self,self,detritivore,6
Prophysaon andersoni,-129.2978333,56.32783333,31,7813,201,65419,318,921,41,123,Mollusk,adult,out/self,self,detritivore,6
Prophysaon andersoni,-134.38457,58.30658,25,6191,160,65437,259,1613,32,267,Mollusk,adult,out/self,self,detritivore,6
Prophysaon andersoni,-135.31555,59.45386,19,7878,184,65401,319,891,41,116,Mollusk,adult,out/self,self,detritivore,6
Prophysaon andersoni,-122.184,45.206,89,5140,239,65528,247,2137,60,148,Mollusk,adult,out/self,self,detritivore,6
Prophysaon andersoni,-117.922,51.086,20,7934,205,65409,332,1115,36,192,Mollusk,adult,out/self,self,detritivore,6
Prophysaon andersoni,-121.7791,48.08907,78,5225,217,65515,238,1975,50,193,Mollusk,adult,out/self,self,detritivore,6
Prophysaon andersoni,-116.8732,47.3315,70,7153,270,65469,337,707,39,90,Mollusk,adult,out/self,self,detritivore,6
Prophysaon andersoni,-117.8459,46.0956,39,6816,237,65438,335,754,42,85,Mollusk,adult,out/self,self,detritivore,6
Prophysaon andersoni,-123.0954,47.0905,105,4950,252,7,245,1514,64,102,Mollusk,adult,out/self,self,detritivore,6
Prophysaon andersoni,-123.66698,42.49041,83,4991,250,65515,271,1260,73,54,Mollusk,adult,out/self,self,detritivore,6
Prophysaon andersoni,-122.94295,44.34046,112,5102,273,8,265,1213,62,84,Mollusk,adult,out/self,self,detritivore,6
Prophysaon andersoni,-122.69303,44.5955,103,4977,260,65535,261,1620,58,117,Mollusk,adult,out/self,self,detritivore,6
Prophysaon andersoni,-122.62513,44.76541,104,5027,259,65535,260,1669,58,123,Mollusk,adult,out/self,self,detritivore,6
Prophysaon andersoni,-122.36953,44.83325,80,5081,229,65520,245,2310,62,154,Mollusk,adult,out/self,self,detritivore,6
Prophysaon andersoni,-122.50241,44.96848,87,4652,227,65532,231,2140,58,156,Mollusk,adult,out/self,self,detritivore,6
Prophysaon andersoni,-122.15754,45.16808,82,5165,232,65521,247,2228,61,150,Mollusk,adult,out/self,self,detritivore,6
Prophysaon andersoni,-122.17972,45.32847,93,5130,243,65531,248,2137,59,152,Mollusk,adult,out/self,self,detritivore,6
Prophysaon andersoni,-122.06337,45.38136,90,5313,244,65526,254,2152,61,145,Mollusk,adult,out/self,self,detritivore,6
Prophysaon andersoni,-118.151276,45.81667,71,6937,273,65472,337,754,47,72,Mollusk,adult,out/self,self,detritivore,6
Prophysaon andersoni,-122.84731,46.07443,108,5069,256,4,252,1370,57,115,Mollusk,adult,out/self,self,detritivore,6
Prophysaon andersoni,-117.80894,46.15653,51,6862,251,65450,337,729,43,80,Mollusk,adult,out/self,self,detritivore,6
Prophysaon andersoni,-117.72995,46.16237,43,6846,242,65440,338,730,41,84,Mollusk,adult,out/self,self,detritivore,6
Prophysaon andersoni,-121.83967,46.44287,82,5675,244,65508,272,1939,63,142,Mollusk,adult,out/self,self,detritivore,6
Prophysaon andersoni,-122.8065,47.04394,103,4960,249,2,247,1205,62,90,Mollusk,adult,out/self,self,detritivore,6
Prophysaon andersoni,-116.0674,47.26814,72,7476,282,65467,351,936,40,116,Mollusk,adult,out/self,self,detritivore,6
Prophysaon andersoni,-116.7792,47.3521,80,7299,283,65478,341,686,39,87,Mollusk,adult,out/self,self,detritivore,6
Prophysaon andersoni,-121.70564,47.45282,69,5219,209,65510,235,2322,51,224,Mollusk,adult,out/self,self,detritivore,6
Prophysaon andersoni,-121.74728,47.53582,65,5228,202,65507,231,2313,51,223,Mollusk,adult,out/self,self,detritivore,6
Prophysaon andersoni,-116.82491,47.72168,82,7513,285,65478,343,661,39,86,Mollusk,adult,out/self,self,detritivore,6
Prophysaon andersoni,-122.3125,48.15833,98,4478,220,8,212,945,40,123,Mollusk,adult,out/self,self,detritivore,6
Prophysaon andersoni,-123.5195,48.604,91,4423,208,3,205,1095,67,75,Mollusk,adult,out/self,self,detritivore,6
Prophysaon dubium,-123.789,42.738,92,4763,252,65528,260,1369,73,55,Mollusk,adult,out/self,self,detritivore,6
Prophysaon dubium,-116.58997,47.62804,77,7352,279,65475,340,736,39,95,Mollusk,adult,out/self,self,detritivore,6
Prophysaon dubium,-122.77694,47.11806,103,4940,247,2,245,1193,61,90,Mollusk,adult,out/self,self,detritivore,6
Prophysaon dubium,-122.68133,47.68067,104,4872,236,6,230,1146,61,92,Mollusk,adult,out/self,self,detritivore,6
Prophysaon dubium,-116.6,47.590924,62,7256,263,65461,338,825,40,104,Mollusk,adult,out/self,self,detritivore,6
Prophysaon dubium,-116.67367,47.037779,69,7015,271,65467,340,758,38,96,Mollusk,adult,out/self,self,detritivore,6
Prophysaon dubium,-123.0954,47.0905,105,4950,252,7,245,1514,64,102,Mollusk,adult,out/self,self,detritivore,6
Prophysaon dubium,-121.71038,46.63494,67,5768,228,65496,268,2085,62,159,Mollusk,adult,out/self,self,detritivore,6
Prophysaon dubium,-121.98386,46.42665,90,5479,250,65518,268,1908,60,148,Mollusk,adult,out/self,self,detritivore,6
Prophysaon dubium,-122.84731,46.07443,108,5069,256,4,252,1370,57,115,Mollusk,adult,out/self,self,detritivore,6
Prophysaon dubium,-122.17972,45.32847,93,5130,243,65531,248,2137,59,152,Mollusk,adult,out/self,self,detritivore,6
Prophysaon dubium,-122.043,45.598,110,5575,261,3,258,1907,61,130,Mollusk,adult,out/self,self,detritivore,6
Prophysaon dubium,-122.50241,44.96848,87,4652,227,65532,231,2140,58,156,Mollusk,adult,out/self,self,detritivore,6
Prophysaon dubium,-122.36953,44.83325,80,5081,229,65520,245,2310,62,154,Mollusk,adult,out/self,self,detritivore,6
Prophysaon dubium,-122.50897,44.7817,100,4994,252,65535,253,1916,58,137,Mollusk,adult,out/self,self,detritivore,6
Prophysaon dubium,-116.7,47.590924,72,7336,273,65469,340,748,40,95,Mollusk,adult,out/self,self,detritivore,6
Prophysaon dubium,-122.69303,44.5955,103,4977,260,65535,261,1620,58,117,Mollusk,adult,out/self,self,detritivore,6
Prophysaon dubium,-122.69049,44.51016,100,4962,259,65534,261,1671,58,120,Mollusk,adult,out/self,self,detritivore,6
Prophysaon dubium,-118.18835,45.72036,77,6993,281,65478,339,715,47,68,Mollusk,adult,out/self,self,detritivore,6
Prophysaon dubium,-116.689644,47.590924,72,7336,273,65469,340,748,40,95,Mollusk,adult,out/self,self,detritivore,6
Prophysaon dubium,-116.66951,47.60748,72,7336,273,65469,340,748,40,95,Mollusk,adult,out/self,self,detritivore,6
Prophysaon dubium,-116.77517,47.35339,80,7299,283,65478,341,686,39,87,Mollusk,adult,out/self,self,detritivore,6
Prophysaon dubium,-122.06175,45.03122,87,5389,245,65522,259,2028,62,132,Mollusk,adult,out/self,self,detritivore,6
P_vanattae/P_humile,-122.06175,45.03122,87,5389,245,65522,259,2028,62,132,Mollusk,adult,out/self,self,detritivore,6
P_vanattae/P_humile,-121.98386,46.42665,90,5479,250,65518,268,1908,60,148,Mollusk,adult,out/self,self,detritivore,6
P_vanattae/P_humile,-122.215,45.10047,57,5097,202,65499,239,2595,62,174,Mollusk,adult,out/self,self,detritivore,6
P_vanattae/P_humile,-121.74728,47.53582,65,5228,202,65507,231,2313,51,223,Mollusk,adult,out/self,self,detritivore,6
P_vanattae/P_humile,-118.18835,45.72036,77,6993,281,65478,339,715,47,68,Mollusk,adult,out/self,self,detritivore,6
P_vanattae/P_humile,-121.39819,48.07415,57,5926,210,65484,262,1993,58,169,Mollusk,adult,out/self,self,detritivore,6
P_vanattae/P_humile,-123.57877,45.95649,93,4170,215,2,213,2253,64,149,Mollusk,adult,out/self,self,detritivore,6
P_vanattae/P_humile,-122.50241,44.96848,87,4652,227,65532,231,2140,58,156,Mollusk,adult,out/self,self,detritivore,6
P_vanattae/P_humile,-122.89667,47.07583,104,4973,252,2,250,1263,63,90,Mollusk,adult,out/self,self,detritivore,6
P_vanattae/P_humile,-121.393404,47.395473,59,5891,211,65488,259,2037,60,165,Mollusk,adult,out/self,self,detritivore,6
P_vanattae/P_humile,-118.667031,45.194623,52,6835,255,65442,349,605,41,70,Mollusk,adult,out/self,self,detritivore,6
P_vanattae/P_humile,-118.151276,45.81667,71,6937,273,65472,337,754,47,72,Mollusk,adult,out/self,self,detritivore,6
P_vanattae/P_humile,-122.58931,44.96933,95,4852,243,65533,246,1946,58,144,Mollusk,adult,out/self,self,detritivore,6
P_vanattae/P_humile,-122.50897,44.7817,100,4994,252,65535,253,1916,58,137,Mollusk,adult,out/self,self,detritivore,6
P_vanattae/P_humile,-121.54613,48.08715,52,5664,198,65486,248,2092,55,188,Mollusk,adult,out/self,self,detritivore,6
