Species,x,y,bio1_1,bio4_1,bio5_1,bio6_1,bio7_1,bio12_1,bio15_1,bio17_1,taxon,dispStage,selfOut,dispersion,trophicLevel,maxSize
Alnus rubra,-116.0406,43.668,70,8164,297,65441,392,542,49,52,Plant,embryo,outcrosser,wind,primary,25000
Alnus rubra,-152.4,57.78333,48,5032,161,65501,196,1641,20,338,Plant,embryo,outcrosser,wind,primary,25000
Alnus rubra,-122.2625,48.18775,101,4517,226,9,217,980,39,127,Plant,embryo,outcrosser,wind,primary,25000
Alnus rubra,-122.2625,48.18775,101,4517,226,9,217,980,39,127,Plant,embryo,outcrosser,wind,primary,25000
Alnus rubra,-122.2625,48.18775,101,4517,226,9,217,980,39,127,Plant,embryo,outcrosser,wind,primary,25000
Alnus rubra,-122.99848,38.50133,135,3737,271,28,243,1114,91,13,Plant,embryo,outcrosser,wind,primary,25000
Alnus rubra,-123.313,45.227,101,4895,260,65535,261,1630,73,78,Plant,embryo,outcrosser,wind,primary,25000
Alnus rubra,-122.84196,48.74791,99,4243,215,12,203,776,46,94,Plant,embryo,outcrosser,wind,primary,25000
Alnus rubra,-116.20298,43.60507,105,8341,326,65479,383,327,38,37,Plant,embryo,outcrosser,wind,primary,25000
Alnus rubra,-116.20298,43.60507,105,8341,326,65479,383,327,38,37,Plant,embryo,outcrosser,wind,primary,25000
Alnus rubra,-123.277,45.245,105,4983,267,1,266,1409,71,69,Plant,embryo,outcrosser,wind,primary,25000
Alnus rubra,-123.277,45.245,105,4983,267,1,266,1409,71,69,Plant,embryo,outcrosser,wind,primary,25000
Alnus rubra,-122.97033,48.53283,99,3981,208,19,189,587,48,71,Plant,embryo,outcrosser,wind,primary,25000
Alnus rubra,-120.00861,47.14833,103,8535,308,65474,370,185,45,24,Plant,embryo,outcrosser,wind,primary,25000
Alnus rubra,-122.2625,48.18775,101,4517,226,9,217,980,39,127,Plant,embryo,outcrosser,wind,primary,25000
Alnus rubra,-116.29377,48.24812,74,7442,276,65470,342,768,40,103,Plant,embryo,outcrosser,wind,primary,25000
Alnus rubra,-120.83264,48.39078,38,7182,220,65439,317,1080,61,105,Plant,embryo,outcrosser,wind,primary,25000
Alnus rubra,-122.15083,48.28278,95,4671,224,1,223,1278,42,151,Plant,embryo,outcrosser,wind,primary,25000
Alnus rubra,-122.2625,48.18775,101,4517,226,9,217,980,39,127,Plant,embryo,outcrosser,wind,primary,25000
Alnus rubra,-123.76098,39.52262,115,2776,217,34,183,1083,80,22,Plant,embryo,outcrosser,wind,primary,25000
Alnus rubra,-124.08755,41.58413,112,2849,205,30,175,1965,74,67,Plant,embryo,outcrosser,wind,primary,25000
Alnus rubra,-115.49327,46.22632,75,7569,295,65460,371,698,26,105,Plant,embryo,outcrosser,wind,primary,25000
Alnus rubra,-115.44572,46.22815,72,7564,292,65455,373,684,25,105,Plant,embryo,outcrosser,wind,primary,25000
Alnus rubra,-115.49327,46.22632,75,7569,295,65460,371,698,26,105,Plant,embryo,outcrosser,wind,primary,25000
Alnus rubra,-115.44572,46.22815,72,7564,292,65455,373,684,25,105,Plant,embryo,outcrosser,wind,primary,25000
Alnus rubra,-115.5869,46.158,86,7575,305,65473,368,700,27,102,Plant,embryo,outcrosser,wind,primary,25000
Alnus rubra,-115.66722,46.13943,73,7428,289,65460,365,737,26,110,Plant,embryo,outcrosser,wind,primary,25000
Alnus rubra,-115.66722,46.13943,73,7428,289,65460,365,737,26,110,Plant,embryo,outcrosser,wind,primary,25000
Alnus rubra,-116.32348,48.45997,46,7527,248,65440,344,881,39,120,Plant,embryo,outcrosser,wind,primary,25000
Alnus rubra,-124.06887,41.56778,114,2828,206,31,175,1949,74,66,Plant,embryo,outcrosser,wind,primary,25000
Alnus rubra,-124.10932,41.61768,112,2849,205,30,175,1965,74,67,Plant,embryo,outcrosser,wind,primary,25000
Alnus rubra,-123.77917,39.61295,115,3358,238,25,213,1323,82,24,Plant,embryo,outcrosser,wind,primary,25000
Alnus rubra,-123.78252,39.64883,117,3446,242,27,215,1329,82,25,Plant,embryo,outcrosser,wind,primary,25000
Alnus rubra,-118.06008,45.98982,72,6923,274,65474,336,782,48,73,Plant,embryo,outcrosser,wind,primary,25000
Alnus rubra,-118.08288,45.9869,72,6923,274,65474,336,782,48,73,Plant,embryo,outcrosser,wind,primary,25000
Alnus rubra,-118.10522,45.99218,75,6910,277,65479,334,780,48,73,Plant,embryo,outcrosser,wind,primary,25000
Alnus rubra,-118.05312,45.98968,72,6923,274,65474,336,782,48,73,Plant,embryo,outcrosser,wind,primary,25000
Alnus rubra,-118.06213,45.98938,72,6923,274,65474,336,782,48,73,Plant,embryo,outcrosser,wind,primary,25000
Alnus rubra,-18.071,45.98787,55537,55537,55537,55537,55537,55537,55537,55537,Plant,embryo,outcrosser,wind,primary,25000
Alnus rubra,-118.11842,46.00642,75,6902,277,65479,334,769,48,72,Plant,embryo,outcrosser,wind,primary,25000
Alnus rubra,-130.33562,54.30583,73,4620,171,65510,197,2470,37,348,Plant,embryo,outcrosser,wind,primary,25000
Alnus rubra,-130.33562,54.30583,73,4620,171,65510,197,2470,37,348,Plant,embryo,outcrosser,wind,primary,25000
Alnus rubra,-130.33932,54.30229,73,4620,171,65510,197,2470,37,348,Plant,embryo,outcrosser,wind,primary,25000
Alnus rubra,-130.33932,54.30229,73,4620,171,65510,197,2470,37,348,Plant,embryo,outcrosser,wind,primary,25000
Alnus rubra,-130.35158,54.29583,73,4620,171,65510,197,2470,37,348,Plant,embryo,outcrosser,wind,primary,25000
Alnus rubra,-123.78815,39.48832,112,2765,216,30,186,1115,81,22,Plant,embryo,outcrosser,wind,primary,25000
Alnus rubra,-123.80085,39.36512,111,2467,205,33,172,1058,80,21,Plant,embryo,outcrosser,wind,primary,25000
Alnus rubra,-124.02902,41.5137,114,3014,211,28,183,1924,74,63,Plant,embryo,outcrosser,wind,primary,25000
Alnus rubra,-124.04052,41.45147,106,3446,222,16,206,1804,75,59,Plant,embryo,outcrosser,wind,primary,25000
Alnus rubra,-124.03288,41.41572,108,3299,218,20,198,1766,74,58,Plant,embryo,outcrosser,wind,primary,25000
Alnus rubra,-124.01378,41.37288,111,3075,215,25,190,1705,74,56,Plant,embryo,outcrosser,wind,primary,25000
Alnus rubra,-123.77437,39.49875,112,2765,216,30,186,1115,81,22,Plant,embryo,outcrosser,wind,primary,25000
Alnus rubra,-123.78767,39.40855,111,2712,214,29,185,1121,81,22,Plant,embryo,outcrosser,wind,primary,25000
Alnus rubra,-123.80938,39.39252,111,2521,206,33,173,1050,79,22,Plant,embryo,outcrosser,wind,primary,25000
Alnus rubra,-130.35158,54.29583,73,4620,171,65510,197,2470,37,348,Plant,embryo,outcrosser,wind,primary,25000
Alnus rubra,-124.0468,41.49152,109,3032,210,24,186,1869,74,62,Plant,embryo,outcrosser,wind,primary,25000
Alnus rubra,-123.15418,38.471,124,3016,235,33,202,1149,88,15,Plant,embryo,outcrosser,wind,primary,25000
Alnus rubra,-123.06388,38.44582,128,3179,245,32,213,1117,89,13,Plant,embryo,outcrosser,wind,primary,25000
Alnus rubra,-123.099,38.44418,127,2923,237,36,201,1070,88,13,Plant,embryo,outcrosser,wind,primary,25000
Alnus rubra,-123.11462,38.44933,127,2923,237,36,201,1070,88,13,Plant,embryo,outcrosser,wind,primary,25000
Alnus rubra,-115.66722,46.13943,73,7428,289,65460,365,737,26,110,Plant,embryo,outcrosser,wind,primary,25000
Alnus rubra,-115.54957,46.19217,79,7559,298,65466,368,713,27,104,Plant,embryo,outcrosser,wind,primary,25000
Alnus rubra,-115.44572,46.22815,72,7564,292,65455,373,684,25,105,Plant,embryo,outcrosser,wind,primary,25000
Alnus rubra,-116.05,47.25,72,7476,282,65467,351,936,40,116,Plant,embryo,outcrosser,wind,primary,25000
Alnus rubra,-127.71167,51.13833,84,3537,162,17,145,2384,45,270,Plant,embryo,outcrosser,wind,primary,25000
Alnus rubra,-127.67333,51.145,82,3586,162,15,147,2346,45,266,Plant,embryo,outcrosser,wind,primary,25000
Alnus rubra,-121.90778,47.41722,76,4904,209,65523,222,2239,46,238,Plant,embryo,outcrosser,wind,primary,25000
Alnus rubra,-121.72064,45.94957,63,5916,228,65489,275,1997,67,123,Plant,embryo,outcrosser,wind,primary,25000
Alnus rubra,-122.2625,48.18775,101,4517,226,9,217,980,39,127,Plant,embryo,outcrosser,wind,primary,25000
Alnus rubra,-123.4092,48.68694,97,4518,216,7,209,1022,65,74,Plant,embryo,outcrosser,wind,primary,25000
Alnus rubra,-81.05,35.20833,155,7558,319,65523,332,1170,12,261,Plant,embryo,outcrosser,wind,primary,25000
Alnus rubra,-123.8,44.75,104,4006,228,15,213,2246,67,129,Plant,embryo,outcrosser,wind,primary,25000
Alnus rubra,-116.21667,43.66667,93,8240,315,65466,385,394,42,42,Plant,embryo,outcrosser,wind,primary,25000
Alnus rubra,-124.68333,49.475,98,5275,236,2,234,1411,58,123,Plant,embryo,outcrosser,wind,primary,25000
Alnus rubra,-122.0329,44.1924,78,6131,266,65492,310,1517,65,101,Plant,embryo,outcrosser,wind,primary,25000
Alnus rubra,-122.19861,46.08389,78,5323,232,65514,254,2599,64,169,Plant,embryo,outcrosser,wind,primary,25000
Alnus rubra,-116.96667,48.16667,70,7751,279,65461,354,729,41,95,Plant,embryo,outcrosser,wind,primary,25000
Alnus rubra,-122.73528,46.325,103,5018,254,0,254,1518,59,127,Plant,embryo,outcrosser,wind,primary,25000
Alnus rubra,-122.18888,46.19893,14,5023,148,65462,222,3097,61,222,Plant,embryo,outcrosser,wind,primary,25000
Alnus rubra,-132.73333,53.4,55537,55537,55537,55537,55537,55537,55537,55537,Plant,embryo,outcrosser,wind,primary,25000
Alnus rubra,-116.25566,46.48046,94,7468,302,65487,351,672,30,93,Plant,embryo,outcrosser,wind,primary,25000
Alnus rubra,-121.94694,44.60108,73,5903,253,65496,293,1704,65,112,Plant,embryo,outcrosser,wind,primary,25000
Alnus rubra,-122.14861,44.73417,91,5493,252,65525,263,2133,65,127,Plant,embryo,outcrosser,wind,primary,25000
Alnus rubra,-124.33833,42.22028,101,3033,202,24,178,2013,72,79,Plant,embryo,outcrosser,wind,primary,25000
Alnus rubra,-124.06778,42.55667,114,3998,249,18,231,1683,73,61,Plant,embryo,outcrosser,wind,primary,25000
Alnus rubra,-123.00417,47.00222,101,4947,248,2,246,1462,63,104,Plant,embryo,outcrosser,wind,primary,25000
Alnus rubra,-128.5,54.5,45,7023,201,65453,284,1216,45,159,Plant,embryo,outcrosser,wind,primary,25000
Alnus rubra,-124.1167,44.0631,111,3364,214,29,185,2003,66,112,Plant,embryo,outcrosser,wind,primary,25000
Alnus rubra,-121.81806,45.72556,105,6050,265,65523,278,1768,69,94,Plant,embryo,outcrosser,wind,primary,25000
Alnus rubra,-123.585,42.59639,104,5199,279,65532,283,1153,74,45,Plant,embryo,outcrosser,wind,primary,25000
Alnus rubra,-121.40694,47.72917,79,5788,237,65504,269,1863,55,166,Plant,embryo,outcrosser,wind,primary,25000
Alnus rubra,-121.73333,46.86111,65495,5301,92,65406,222,2565,57,226,Plant,embryo,outcrosser,wind,primary,25000
Alnus rubra,-119.2875,46.17583,114,7648,312,65503,345,210,44,24,Plant,embryo,outcrosser,wind,primary,25000
Alnus rubra,-123.93472,45.69861,102,3239,200,21,179,2173,60,157,Plant,embryo,outcrosser,wind,primary,25000
Alnus rubra,-123.80333,46.66333,94,3936,209,5,204,2304,60,164,Plant,embryo,outcrosser,wind,primary,25000
Alnus rubra,-124.20194,47.20917,97,3787,204,13,191,2712,56,204,Plant,embryo,outcrosser,wind,primary,25000
Alnus rubra,-121.7841,47.8589,102,4945,245,0,245,1588,45,175,Plant,embryo,outcrosser,wind,primary,25000
Alnus rubra,-124.675,48.26667,93,3241,175,24,151,2338,55,196,Plant,embryo,outcrosser,wind,primary,25000
Alnus rubra,-122.85667,46.59917,104,5003,255,2,253,1250,59,107,Plant,embryo,outcrosser,wind,primary,25000
Alnus rubra,-121.44111,47.41306,51,5832,196,65485,247,2213,58,186,Plant,embryo,outcrosser,wind,primary,25000
Alnus rubra,-123.46044,46.26925,100,4393,228,3,225,2295,62,158,Plant,embryo,outcrosser,wind,primary,25000
Alnus rubra,-123.46044,46.26925,100,4393,228,3,225,2295,62,158,Plant,embryo,outcrosser,wind,primary,25000
Alnus rubra,-124.0961,44.0459,111,3364,214,29,185,2003,66,112,Plant,embryo,outcrosser,wind,primary,25000
Alnus rubra,-127.78333,53.09583,59,5918,190,65487,239,2271,45,275,Plant,embryo,outcrosser,wind,primary,25000
Alnus rubra,-122.12389,48.19889,100,4715,231,4,227,1247,42,147,Plant,embryo,outcrosser,wind,primary,25000
Alnus rubra,-123.9291,43.4822,104,3977,233,14,219,1663,72,74,Plant,embryo,outcrosser,wind,primary,25000
Alnus rubra,-123.5,48.51667,87,4331,201,3,198,1035,66,75,Plant,embryo,outcrosser,wind,primary,25000
Alnus rubra,-123.5431,43.475,113,4853,273,10,263,1344,72,60,Plant,embryo,outcrosser,wind,primary,25000
Alnus rubra,-124.00056,49.72222,97,5265,219,9,210,1336,47,156,Plant,embryo,outcrosser,wind,primary,25000
Alnus rubra,-123.9291,43.4822,104,3977,233,14,219,1663,72,74,Plant,embryo,outcrosser,wind,primary,25000
Alnus rubra,-122.08046,48.19888,100,4780,232,3,229,1311,43,152,Plant,embryo,outcrosser,wind,primary,25000
Alnus rubra,-122.2625,48.18775,101,4517,226,9,217,980,39,127,Plant,embryo,outcrosser,wind,primary,25000
Alnus rubra,-126.1,52.38333,49,6628,202,65455,283,965,44,136,Plant,embryo,outcrosser,wind,primary,25000
Alnus rubra,-117.11529,47.92175,48,7555,248,65443,341,750,39,98,Plant,embryo,outcrosser,wind,primary,25000
Alnus rubra,-124.0043,45.0472,100,3384,202,20,182,2504,62,172,Plant,embryo,outcrosser,wind,primary,25000
Alnus rubra,-124,49.075,88,5342,228,65527,237,1378,63,108,Plant,embryo,outcrosser,wind,primary,25000
Alnus rubra,-123.4117,45.31,85,4508,229,65527,238,2392,69,128,Plant,embryo,outcrosser,wind,primary,25000
Alnus rubra,-123.4117,45.31,85,4508,229,65527,238,2392,69,128,Plant,embryo,outcrosser,wind,primary,25000
Alnus rubra,-123.4075,47.01085,104,4759,248,7,241,1846,61,128,Plant,embryo,outcrosser,wind,primary,25000
Alnus rubra,-122.00315,47.80361,103,4875,239,5,234,1228,45,141,Plant,embryo,outcrosser,wind,primary,25000
Alnus rubra,-122.43333,47.10417,101,4932,241,0,241,1040,55,98,Plant,embryo,outcrosser,wind,primary,25000
Alnus rubra,-123.4496,44.877,98,4920,258,65531,263,2025,73,99,Plant,embryo,outcrosser,wind,primary,25000
Alnus rubra,-123.5103,44.8624,93,4723,246,65529,253,2413,71,123,Plant,embryo,outcrosser,wind,primary,25000
Alnus rubra,-123.56164,45.44606,89,4216,222,65534,224,2368,68,133,Plant,embryo,outcrosser,wind,primary,25000
Alnus rubra,-122.51333,48.37389,100,4205,216,12,204,659,37,93,Plant,embryo,outcrosser,wind,primary,25000
Alnus rubra,-121.26434,47.71438,55,6075,212,65481,267,1946,60,158,Plant,embryo,outcrosser,wind,primary,25000
Alnus rubra,-131.96,56.06,59,5301,178,65490,224,2560,35,400,Plant,embryo,outcrosser,wind,primary,25000
Alnus rubra,-135.33,57.05,52,4611,159,65495,200,2378,37,346,Plant,embryo,outcrosser,wind,primary,25000
Alnus rubra,-123.4659,44.5457,100,4978,256,65533,259,1614,68,92,Plant,embryo,outcrosser,wind,primary,25000
Alnus rubra,-116.19345,43.60419,105,8341,326,65479,383,327,38,37,Plant,embryo,outcrosser,wind,primary,25000
Alnus rubra,-123.6106,44.9469,71,4234,205,65519,222,2953,68,167,Plant,embryo,outcrosser,wind,primary,25000
Alnus rubra,-135.03,58.79,45,6588,183,65452,267,1281,39,191,Plant,embryo,outcrosser,wind,primary,25000
Alnus rubra,-134.47,57.02,59,4933,165,65499,202,2656,39,383,Plant,embryo,outcrosser,wind,primary,25000
Alnus rubra,-131.08333,56.71667,65535,6594,152,65413,275,1099,29,183,Plant,embryo,outcrosser,wind,primary,25000
Alnus rubra,-131,56.66667,43,7382,200,65436,300,1363,41,206,Plant,embryo,outcrosser,wind,primary,25000
Alnus rubra,-116.01083,44.43694,50,8214,281,65416,401,588,40,71,Plant,embryo,outcrosser,wind,primary,25000
Alnus rubra,-134.96,57.88,53,5396,168,65483,221,1565,38,241,Plant,embryo,outcrosser,wind,primary,25000
Alnus rubra,-122.51333,48.37389,100,4205,216,12,204,659,37,93,Plant,embryo,outcrosser,wind,primary,25000
Alnus rubra,-122.51333,48.37389,100,4205,216,12,204,659,37,93,Plant,embryo,outcrosser,wind,primary,25000
Alnus rubra,-122.66306,48.41972,97,4126,207,10,197,642,41,87,Plant,embryo,outcrosser,wind,primary,25000
Alnus rubra,-122.24962,44.20539,90,5835,272,65510,298,1797,63,118,Plant,embryo,outcrosser,wind,primary,25000
Alnus rubra,-122.18414,44.23162,76,5866,254,65497,293,1876,65,120,Plant,embryo,outcrosser,wind,primary,25000
Alnus rubra,-122.18414,44.23162,76,5866,254,65497,293,1876,65,120,Plant,embryo,outcrosser,wind,primary,25000
Alnus rubra,-123.5431,43.475,113,4853,273,10,263,1344,72,60,Plant,embryo,outcrosser,wind,primary,25000
Alnus rubra,-122.49111,48.14389,99,4366,219,11,208,732,37,100,Plant,embryo,outcrosser,wind,primary,25000
Alnus rubra,-122.16814,45.56467,111,5397,262,6,256,1794,57,136,Plant,embryo,outcrosser,wind,primary,25000
Alnus rubra,-122.16814,45.56467,111,5397,262,6,256,1794,57,136,Plant,embryo,outcrosser,wind,primary,25000
Alnus rubra,-122.16814,45.56467,111,5397,262,6,256,1794,57,136,Plant,embryo,outcrosser,wind,primary,25000
Alnus rubra,-123.5431,43.475,113,4853,273,10,263,1344,72,60,Plant,embryo,outcrosser,wind,primary,25000
Alnus rubra,-123.5431,43.475,113,4853,273,10,263,1344,72,60,Plant,embryo,outcrosser,wind,primary,25000
Alnus rubra,-124.27194,48.26111,97,4123,214,13,201,2211,60,159,Plant,embryo,outcrosser,wind,primary,25000
Alnus rubra,-132.41,56.58,55537,55537,55537,55537,55537,55537,55537,55537,Plant,embryo,outcrosser,wind,primary,25000
Alnus rubra,-127.76667,50.18333,83,3672,174,14,160,2560,53,224,Plant,embryo,outcrosser,wind,primary,25000
Alnus rubra,-122.91667,49.15,99,5041,227,65535,228,1262,51,132,Plant,embryo,outcrosser,wind,primary,25000
Alnus rubra,-124.04194,46.43861,100,3368,196,19,177,2114,58,161,Plant,embryo,outcrosser,wind,primary,25000
Alnus rubra,-122.19667,46.06333,92,5400,245,65525,256,2641,66,164,Plant,embryo,outcrosser,wind,primary,25000
Alnus rubra,-122.96278,48.45028,100,3983,207,18,189,536,45,69,Plant,embryo,outcrosser,wind,primary,25000
Alnus rubra,-123.1113,44.0842,116,5138,276,15,261,1211,67,74,Plant,embryo,outcrosser,wind,primary,25000
Alnus rubra,-123.6519,46.2444,103,4088,221,10,211,2321,62,158,Plant,embryo,outcrosser,wind,primary,25000
Alnus rubra,-119.2875,46.17583,114,7648,312,65503,345,210,44,24,Plant,embryo,outcrosser,wind,primary,25000
Alnus rubra,-122.51333,48.37389,100,4205,216,12,204,659,37,93,Plant,embryo,outcrosser,wind,primary,25000
Alnus rubra,-124.15,48.83333,87,5217,231,65529,238,1998,67,124,Plant,embryo,outcrosser,wind,primary,25000
Alnus rubra,-129,54,50,6035,184,65476,244,2112,48,233,Plant,embryo,outcrosser,wind,primary,25000
Alnus rubra,-130,57,65525,7686,161,65376,321,673,30,99,Plant,embryo,outcrosser,wind,primary,25000
Alnus rubra,-124.49203,48.3708,96,3666,194,21,173,2189,58,173,Plant,embryo,outcrosser,wind,primary,25000
Alnus rubra,-121.93167,47.14111,91,4830,228,65530,234,1596,40,198,Plant,embryo,outcrosser,wind,primary,25000
Alnus rubra,-131.89,56.64,51,6324,189,65464,261,1758,37,282,Plant,embryo,outcrosser,wind,primary,25000
Alnus rubra,-135.71,59.3,36,7234,190,65437,289,1234,48,137,Plant,embryo,outcrosser,wind,primary,25000
Alnus rubra,-136.03,59.46,36,7764,200,65430,306,1266,51,130,Plant,embryo,outcrosser,wind,primary,25000
Alnus rubra,-130.13,55.91,24,6169,164,65451,249,1412,37,215,Plant,embryo,outcrosser,wind,primary,25000
Alnus rubra,-123.21667,49.28333,97,5232,223,65535,224,1234,53,126,Plant,embryo,outcrosser,wind,primary,25000
Alnus rubra,-123.2928,44.6333,102,5129,264,65534,266,1452,69,80,Plant,embryo,outcrosser,wind,primary,25000
Alnus rubra,-115.56679,46.23897,66,7449,283,65450,369,747,26,111,Plant,embryo,outcrosser,wind,primary,25000
Alnus rubra,-115.547,46.2147,66,7449,283,65450,369,747,26,111,Plant,embryo,outcrosser,wind,primary,25000
Alnus rubra,-122.2922,44.1784,90,5691,266,65512,290,1858,62,122,Plant,embryo,outcrosser,wind,primary,25000
Alnus rubra,-123.08333,49.08333,101,4754,226,5,221,1082,50,115,Plant,embryo,outcrosser,wind,primary,25000
Alnus rubra,-123.95722,45.22444,97,3402,203,16,187,2496,62,171,Plant,embryo,outcrosser,wind,primary,25000
Alnus rubra,-123.61091,45.44197,93,4131,223,3,220,2236,67,129,Plant,embryo,outcrosser,wind,primary,25000
Alnus rubra,-123.61091,45.44197,93,4131,223,3,220,2236,67,129,Plant,embryo,outcrosser,wind,primary,25000
Alnus rubra,-123.61091,45.44197,93,4131,223,3,220,2236,67,129,Plant,embryo,outcrosser,wind,primary,25000
Alnus rubra,-123.61091,45.44197,93,4131,223,3,220,2236,67,129,Plant,embryo,outcrosser,wind,primary,25000
Alnus rubra,-134.66,58.41,44,6127,176,65463,249,1514,34,257,Plant,embryo,outcrosser,wind,primary,25000
Alnus rubra,-122.91667,49.13333,99,5041,227,65535,228,1262,51,132,Plant,embryo,outcrosser,wind,primary,25000
Alnus rubra,-124,49,83,5296,223,65522,237,1506,64,114,Plant,embryo,outcrosser,wind,primary,25000
Alnus rubra,-122.51333,48.37389,100,4205,216,12,204,659,37,93,Plant,embryo,outcrosser,wind,primary,25000
Alnus rubra,-123.7019,44.0056,109,4519,252,12,240,1711,70,85,Plant,embryo,outcrosser,wind,primary,25000
Alnus rubra,-134.75,58.51,46,6300,181,65460,257,1434,35,238,Plant,embryo,outcrosser,wind,primary,25000
Alnus rubra,-123.25,49.25,97,5232,223,65535,224,1234,53,126,Plant,embryo,outcrosser,wind,primary,25000
Alnus rubra,-127.35,48.63333,55537,55537,55537,55537,55537,55537,55537,55537,Plant,embryo,outcrosser,wind,primary,25000
Alnus rubra,-132.83,56.66,48,5319,167,65480,223,2124,35,345,Plant,embryo,outcrosser,wind,primary,25000
Alnus rubra,-124.3289,43.3403,111,2737,197,37,160,1622,69,77,Plant,embryo,outcrosser,wind,primary,25000
Alnus rubra,-115.59056,46.14417,86,7575,305,65473,368,700,27,102,Plant,embryo,outcrosser,wind,primary,25000
Alnus rubra,-123.3014,44.6258,102,5129,264,65534,266,1452,69,80,Plant,embryo,outcrosser,wind,primary,25000
Alnus rubra,-123.286,44.558,111,5120,273,9,264,1108,68,64,Plant,embryo,outcrosser,wind,primary,25000
Alnus rubra,-116.44861,48.00778,67,7260,265,65466,335,797,39,105,Plant,embryo,outcrosser,wind,primary,25000
Alnus rubra,-124,49,83,5296,223,65522,237,1506,64,114,Plant,embryo,outcrosser,wind,primary,25000
Alnus rubra,-132.86667,53.56667,68,3932,159,65529,166,2171,38,286,Plant,embryo,outcrosser,wind,primary,25000
Alnus rubra,-116.84944,48.33278,66,7694,273,65460,349,781,40,100,Plant,embryo,outcrosser,wind,primary,25000
Alnus rubra,-116.84944,48.33278,66,7694,273,65460,349,781,40,100,Plant,embryo,outcrosser,wind,primary,25000
Alnus rubra,-123.13333,49.3,99,5323,227,65535,228,1296,51,134,Plant,embryo,outcrosser,wind,primary,25000
Alnus rubra,-123.13333,49.3,99,5323,227,65535,228,1296,51,134,Plant,embryo,outcrosser,wind,primary,25000
Alnus rubra,-123.13333,49.3,99,5323,227,65535,228,1296,51,134,Plant,embryo,outcrosser,wind,primary,25000
Alnus rubra,-123,49,55537,55537,55537,55537,55537,55537,55537,55537,Plant,embryo,outcrosser,wind,primary,25000
Alnus rubra,-123.13333,49.3,99,5323,227,65535,228,1296,51,134,Plant,embryo,outcrosser,wind,primary,25000
Alnus rubra,-122.2409,44.21931,85,5818,264,65507,293,1904,64,121,Plant,embryo,outcrosser,wind,primary,25000
Alnus rubra,-123.3014,44.6258,102,5129,264,65534,266,1452,69,80,Plant,embryo,outcrosser,wind,primary,25000
Alnus rubra,-123.6968,44.0581,101,4478,242,5,237,1843,70,94,Plant,embryo,outcrosser,wind,primary,25000
Alnus rubra,-123.083,45.9421,91,4827,234,65529,241,1902,62,135,Plant,embryo,outcrosser,wind,primary,25000
Alnus rubra,-123.5072,44.4693,85,4632,231,65525,242,2193,68,122,Plant,embryo,outcrosser,wind,primary,25000
Alnus rubra,-123.9189,44.7219,105,3437,208,25,183,2119,65,133,Plant,embryo,outcrosser,wind,primary,25000
Alnus rubra,-123.9189,44.7219,105,3437,208,25,183,2119,65,133,Plant,embryo,outcrosser,wind,primary,25000
Alnus rubra,-132,53,67,4067,169,65531,174,2802,44,301,Plant,embryo,outcrosser,wind,primary,25000
Alnus rubra,-122.6125,48.795,99,4666,220,1,219,907,42,113,Plant,embryo,outcrosser,wind,primary,25000
Alnus rubra,-123.7234,45.9888,91,3843,204,5,199,2413,62,163,Plant,embryo,outcrosser,wind,primary,25000
Alnus rubra,-123.48333,48.75,88,4709,212,65533,215,1127,65,85,Plant,embryo,outcrosser,wind,primary,25000
Alnus rubra,-123,48,90,4570,217,0,217,870,52,91,Plant,embryo,outcrosser,wind,primary,25000
Alnus rubra,-123.68417,45.96917,85,3919,201,65535,202,2551,63,169,Plant,embryo,outcrosser,wind,primary,25000
Alnus rubra,-122.685,48.72472,98,4419,215,5,210,813,45,99,Plant,embryo,outcrosser,wind,primary,25000
Alnus rubra,-122.60583,42.075,72,6283,269,65473,332,694,62,52,Plant,embryo,outcrosser,wind,primary,25000
Alnus rubra,-123.46389,47.09583,102,4717,241,6,235,2139,62,144,Plant,embryo,outcrosser,wind,primary,25000
Alnus rubra,-122.6407,48.45279,97,4126,207,10,197,642,41,87,Plant,embryo,outcrosser,wind,primary,25000
Alnus rubra,-123,49,55537,55537,55537,55537,55537,55537,55537,55537,Plant,embryo,outcrosser,wind,primary,25000
Alnus rubra,-121.75,49.18333,78,5836,221,65502,255,1618,49,171,Plant,embryo,outcrosser,wind,primary,25000
Alnus rubra,-122.23333,49.18333,93,5495,234,65519,251,1730,45,194,Plant,embryo,outcrosser,wind,primary,25000
Alnus rubra,-123,49,55537,55537,55537,55537,55537,55537,55537,55537,Plant,embryo,outcrosser,wind,primary,25000
Alnus rubra,-121.98333,49.05,95,5398,233,65524,245,1596,43,184,Plant,embryo,outcrosser,wind,primary,25000
Alnus rubra,-122.60583,42.075,72,6283,269,65473,332,694,62,52,Plant,embryo,outcrosser,wind,primary,25000
Alnus rubra,-122.60583,42.075,72,6283,269,65473,332,694,62,52,Plant,embryo,outcrosser,wind,primary,25000
Alnus rubra,-118.45,47.215,86,7690,298,65475,359,298,38,37,Plant,embryo,outcrosser,wind,primary,25000
Alnus rubra,-122.5,49.33333,82,5619,224,65507,253,1750,49,187,Plant,embryo,outcrosser,wind,primary,25000
Alnus rubra,-124.3854,42.7017,103,3157,208,22,186,1927,70,84,Plant,embryo,outcrosser,wind,primary,25000
Alnus rubra,-122.41667,45.50028,115,5269,267,10,257,1307,54,114,Plant,embryo,outcrosser,wind,primary,25000
